0.209590,0.169207,0.176041,0.207221,0.148790,0.085985,0.149613,0.168225,0.148265,0.155052,0.111179,0.125374,0.136970,0.180668,0.189611,0.203266,0.183140,0.162787,0.161034,0.153088,0.154357,0.153768,0.145158,0.149459,0.151773,0.159286
0.601327,0.541304,0.528453,0.556957,0.327413,0.143792,0.270193,0.238931,0.204610,0.199479,0.171020,0.184638,0.211435,0.263502,0.298510,0.308706,0.267956,0.238130,0.238305,0.222756,0.228508,0.226229,0.213532,0.217473,0.225936,0.237886
0.704268,0.650654,0.633711,0.656424,0.395663,0.163136,0.309996,0.265809,0.240235,0.217960,0.192389,0.209706,0.238807,0.296963,0.343375,0.354045,0.306706,0.275175,0.273799,0.255561,0.261920,0.258359,0.243822,0.246824,0.256558,0.269037
0.473757,0.413366,0.413018,0.458024,0.343097,0.177111,0.289283,0.293841,0.345728,0.334791,0.254169,0.274167,0.324044,0.426091,0.448473,0.471458,0.438692,0.405067,0.402470,0.383778,0.387266,0.383834,0.364115,0.369481,0.374771,0.382428
0.314346,0.261051,0.264423,0.302745,0.238904,0.135732,0.269617,0.253551,0.320451,0.325972,0.267437,0.286208,0.336479,0.454580,0.448335,0.466045,0.427444,0.393947,0.393582,0.374897,0.375482,0.371697,0.359765,0.365926,0.367980,0.372575
0.265966,0.216311,0.225000,0.264201,0.215367,0.130542,0.290080,0.240762,0.325442,0.349027,0.286856,0.293390,0.347427,0.478639,0.469275,0.487788,0.452523,0.418397,0.419075,0.400489,0.399738,0.394848,0.382076,0.390033,0.392119,0.396711
0.200422,0.156581,0.166936,0.199481,0.168119,0.107807,0.235599,0.208364,0.308100,0.318256,0.292749,0.306247,0.369422,0.514391,0.500193,0.517196,0.488952,0.458627,0.459475,0.443905,0.443512,0.436119,0.422243,0.432164,0.437794,0.442139
0.173425,0.135408,0.144768,0.169468,0.143867,0.096304,0.223093,0.181005,0.295832,0.313712,0.307998,0.304464,0.373579,0.519162,0.511563,0.531923,0.509197,0.481163,0.483174,0.470046,0.468033,0.460259,0.451368,0.460444,0.466891,0.469416
0.150657,0.118411,0.129338,0.148217,0.125180,0.082614,0.201940,0.168954,0.291844,0.295119,0.301647,0.306023,0.383924,0.524905,0.529246,0.555973,0.549423,0.527071,0.528219,0.519002,0.517837,0.513377,0.508684,0.516351,0.520733,0.519990
0.142281,0.114233,0.123163,0.140755,0.121610,0.073933,0.189082,0.156121,0.273379,0.265341,0.283987,0.302312,0.382995,0.533935,0.538917,0.565670,0.553672,0.535788,0.537921,0.529459,0.530418,0.524924,0.520250,0.529576,0.534792,0.534920
0.151919,0.124987,0.133206,0.147706,0.122612,0.070767,0.182959,0.140258,0.251030,0.247553,0.269889,0.289908,0.368004,0.511737,0.522752,0.550049,0.536132,0.519556,0.522444,0.514637,0.515157,0.511045,0.508606,0.518444,0.524026,0.523935
0.145578,0.120287,0.126567,0.141640,0.119642,0.065270,0.172424,0.140468,0.248945,0.239039,0.263942,0.292643,0.358311,0.501648,0.515012,0.542359,0.531820,0.519354,0.521015,0.514227,0.515807,0.512658,0.510021,0.518905,0.523078,0.522343
0.142178,0.119296,0.124274,0.138129,0.116132,0.059721,0.158497,0.138354,0.241477,0.219549,0.244438,0.280761,0.346654,0.497859,0.508853,0.533260,0.522536,0.511234,0.512554,0.505442,0.510012,0.505387,0.502680,0.512285,0.516498,0.517402
