0.335013,0.318356,0.316385,0.367983,0.428969,0.434223,0.465430,0.426903,0.376525,0.323380,0.320881,0.277504,0.284862,0.257634,0.269081,0.257554,0.279186,0.277015,0.296139,0.303515,0.300396,0.245948,0.273450,0.286836
0.355679,0.377304,0.375708,0.436183,0.500587,0.501939,0.534893,0.495054,0.435178,0.363803,0.358276,0.306676,0.318772,0.288175,0.306233,0.290191,0.316871,0.311451,0.336871,0.346131,0.343064,0.280078,0.315062,0.331815
0.352273,0.359565,0.352827,0.414900,0.499627,0.493694,0.517424,0.501866,0.426661,0.344078,0.333193,0.282309,0.293107,0.268447,0.289913,0.277609,0.302812,0.308707,0.337760,0.351127,0.341676,0.276096,0.315523,0.335505
0.394650,0.357427,0.336794,0.394934,0.470537,0.474174,0.500329,0.473777,0.413845,0.340853,0.336144,0.294973,0.304564,0.280890,0.299793,0.282643,0.306698,0.307697,0.330234,0.338234,0.328833,0.270337,0.306510,0.313372
0.412017,0.358672,0.334720,0.392570,0.464562,0.472030,0.499992,0.468212,0.411959,0.342077,0.338827,0.298550,0.307342,0.282587,0.300465,0.282863,0.306709,0.306564,0.327656,0.334640,0.325304,0.269720,0.304608,0.308265
0.413326,0.370834,0.347058,0.407464,0.480460,0.486140,0.514253,0.481428,0.422768,0.349514,0.345842,0.303679,0.313931,0.289120,0.308376,0.289628,0.314117,0.313609,0.337076,0.345059,0.335419,0.276995,0.312772,0.318489
0.410045,0.371421,0.349958,0.413282,0.485466,0.495066,0.525515,0.490434,0.432414,0.361047,0.357628,0.315288,0.325236,0.298616,0.316463,0.298086,0.322846,0.320631,0.342537,0.349313,0.339840,0.281665,0.316470,0.322706
0.373565,0.334299,0.315468,0.379431,0.437932,0.453053,0.482167,0.443874,0.398510,0.345815,0.343323,0.308238,0.319229,0.294414,0.309255,0.289617,0.310850,0.308264,0.326744,0.330852,0.322470,0.269894,0.300530,0.296111
0.250050,0.248077,0.239064,0.294792,0.334779,0.357132,0.377235,0.340685,0.314275,0.289659,0.285269,0.260680,0.270668,0.250023,0.255746,0.238334,0.253873,0.236896,0.250645,0.249137,0.247909,0.204975,0.229098,0.223040
0.240903,0.241842,0.233192,0.287771,0.328001,0.349215,0.369341,0.334645,0.308652,0.284420,0.279115,0.254394,0.264056,0.244144,0.249672,0.232716,0.247925,0.231660,0.245370,0.244144,0.242658,0.200450,0.223972,0.219115
0.211549,0.213017,0.206596,0.257484,0.294777,0.316687,0.334962,0.301643,0.280028,0.262474,0.257474,0.235761,0.244866,0.226111,0.229995,0.214996,0.228059,0.212750,0.225369,0.223718,0.222790,0.182815,0.203922,0.200876
0.185050,0.188183,0.183725,0.231215,0.265537,0.289756,0.308214,0.275353,0.258373,0.250188,0.245880,0.226712,0.234270,0.216183,0.217857,0.204414,0.215427,0.200674,0.208954,0.207030,0.206995,0.170092,0.188534,0.184866
0.171051,0.176048,0.175831,0.221250,0.256795,0.282296,0.303349,0.267950,0.253651,0.253736,0.252190,0.235962,0.243878,0.222937,0.224052,0.210244,0.220126,0.210863,0.218361,0.216939,0.217022,0.177688,0.195114,0.193502
0.194249,0.188692,0.186960,0.237080,0.276669,0.309922,0.335691,0.304816,0.288370,0.286440,0.283863,0.266634,0.272477,0.251321,0.252157,0.237116,0.246926,0.235806,0.238798,0.236596,0.235798,0.194563,0.212797,0.209568
0.216992,0.207452,0.202190,0.256178,0.299872,0.339551,0.370812,0.343315,0.325619,0.318639,0.315910,0.296984,0.301678,0.280012,0.280563,0.264737,0.275260,0.263184,0.263318,0.260164,0.258297,0.216109,0.235160,0.230428
0.244679,0.234536,0.227289,0.286690,0.340774,0.394880,0.443633,0.434023,0.422262,0.412769,0.411334,0.387453,0.390121,0.366319,0.364947,0.345790,0.357201,0.336683,0.325320,0.317877,0.316703,0.267984,0.290051,0.276790
0.246089,0.237167,0.226393,0.283797,0.344190,0.405474,0.462562,0.461210,0.456366,0.450820,0.451765,0.428534,0.432391,0.410654,0.409210,0.388304,0.399132,0.373091,0.354559,0.343967,0.343277,0.292078,0.315313,0.294504
0.238747,0.237616,0.225464,0.280480,0.343901,0.409759,0.475462,0.485595,0.488192,0.486637,0.488768,0.465669,0.470525,0.449741,0.445823,0.424752,0.434184,0.403126,0.378374,0.364680,0.364679,0.310815,0.334597,0.308401
0.235265,0.237107,0.219782,0.268419,0.337492,0.409792,0.496586,0.519235,0.540218,0.547093,0.558803,0.536882,0.543407,0.524977,0.519489,0.496396,0.505389,0.461436,0.421306,0.400786,0.402679,0.346068,0.370139,0.327474
0.243250,0.243441,0.223618,0.271979,0.343003,0.414334,0.500349,0.525854,0.546925,0.551530,0.564493,0.544092,0.553085,0.535405,0.530819,0.507392,0.516206,0.471530,0.431433,0.409080,0.410051,0.350905,0.376005,0.329391
0.245038,0.245591,0.223321,0.270142,0.341186,0.410207,0.501617,0.530984,0.557956,0.563702,0.584839,0.562529,0.577876,0.562533,0.562067,0.538978,0.549297,0.501553,0.454512,0.431258,0.431409,0.370666,0.396129,0.340600
0.239919,0.242253,0.220460,0.266042,0.336143,0.402942,0.494174,0.525497,0.553440,0.560259,0.584511,0.565268,0.582584,0.569189,0.570492,0.548258,0.558947,0.510097,0.459358,0.435963,0.435074,0.372990,0.398178,0.339950
0.238450,0.236999,0.211863,0.254284,0.323459,0.388170,0.476730,0.508361,0.535698,0.542356,0.569649,0.556247,0.573955,0.565461,0.569716,0.550459,0.563189,0.514684,0.459793,0.434883,0.433943,0.372753,0.397217,0.332480
0.235576,0.235620,0.210760,0.252525,0.319730,0.382351,0.465701,0.496262,0.521360,0.528109,0.555222,0.544071,0.563864,0.560008,0.567200,0.548631,0.562759,0.513227,0.458391,0.433626,0.432934,0.372174,0.396808,0.331327
0.240416,0.241670,0.216089,0.257591,0.324319,0.386388,0.469493,0.497748,0.521929,0.529438,0.555936,0.546517,0.567924,0.565420,0.573021,0.557470,0.572346,0.519557,0.463343,0.438769,0.438502,0.376540,0.400780,0.334705
0.233308,0.236429,0.213911,0.256035,0.321967,0.386145,0.466823,0.496545,0.517871,0.525894,0.552535,0.542087,0.562287,0.559627,0.565798,0.550948,0.565346,0.510429,0.453858,0.430461,0.431074,0.371373,0.394975,0.334016
0.221701,0.228920,0.207659,0.248298,0.312317,0.373813,0.450728,0.478118,0.498479,0.507066,0.533406,0.524107,0.545630,0.543607,0.551125,0.536355,0.550496,0.495979,0.441555,0.418825,0.420486,0.362555,0.386207,0.324987
0.232902,0.238317,0.215831,0.256629,0.319310,0.383340,0.459932,0.488274,0.507150,0.512913,0.537544,0.526578,0.547217,0.545414,0.552086,0.537928,0.552419,0.495253,0.439642,0.416326,0.417345,0.360837,0.384789,0.326959
0.245032,0.245963,0.218111,0.257318,0.318213,0.378607,0.449095,0.477275,0.492867,0.495409,0.517572,0.510103,0.531061,0.533133,0.543348,0.527848,0.542772,0.488126,0.434312,0.411032,0.411461,0.356626,0.381681,0.320601
0.232988,0.233223,0.208707,0.247713,0.308807,0.365716,0.432718,0.459865,0.472803,0.473007,0.493216,0.485459,0.505448,0.507132,0.517812,0.502997,0.517242,0.466121,0.415750,0.394956,0.395446,0.342127,0.366487,0.310330
0.234809,0.236549,0.210260,0.249154,0.311575,0.366324,0.431671,0.459913,0.471252,0.469356,0.489328,0.480981,0.502937,0.506824,0.520089,0.505515,0.520735,0.469708,0.418686,0.398044,0.399586,0.344907,0.370217,0.311019
0.239244,0.242258,0.217553,0.257029,0.320249,0.369852,0.431875,0.456078,0.463714,0.458861,0.478128,0.468829,0.492483,0.495633,0.510460,0.496201,0.512452,0.465287,0.419837,0.400850,0.402667,0.346241,0.372379,0.314811
0.224077,0.224205,0.200232,0.236831,0.296674,0.346458,0.406070,0.432301,0.442569,0.440291,0.458442,0.451800,0.475272,0.480608,0.495465,0.480287,0.495032,0.447860,0.401320,0.381992,0.382748,0.329115,0.354378,0.296247
0.195187,0.181376,0.159257,0.190768,0.245090,0.294202,0.348616,0.377372,0.394373,0.397810,0.415983,0.414589,0.437070,0.442691,0.455952,0.441629,0.452601,0.408063,0.358312,0.338556,0.336982,0.290746,0.311874,0.255766
