0.186369,0.275251,0.330581,0.325421,0.342184,0.322529,0.308392,0.315547,0.308868,0.336087,0.323494,0.320121,0.304250,0.290929,0.259010,0.253829,0.245272,0.226917,0.225359,0.228554,0.227708,0.254877,0.264892,0.250592,0.216784,0.208020,0.205176,0.198836,0.199475,0.206367,0.202829,0.204323,0.205045,0.201396,0.192914,0.187461,0.179762,0.173100,0.169142,0.171326,0.171403,0.167234,0.166466,0.168561,0.160704,0.160567,0.155892,0.160864,0.162103,0.163302,0.154727,0.159692,0.153197,0.148928,0.145851,0.141262,0.124055,0.121329,0.119937,0.114533,0.109225,0.103921,0.100098,0.093734,0.091766,0.092944,0.093423,0.090510,0.089603,0.089259,0.088706,0.088543,0.086983,0.084633,0.081079,0.078193,0.074932,0.068564,0.065199,0.055339
0.164363,0.236335,0.291029,0.285824,0.305458,0.298307,0.286674,0.292717,0.286166,0.311191,0.298092,0.294230,0.278623,0.264582,0.233150,0.230641,0.221248,0.204354,0.202874,0.205554,0.204111,0.225118,0.232147,0.221364,0.193638,0.187658,0.185792,0.181369,0.181372,0.187593,0.184446,0.182484,0.182155,0.178431,0.171686,0.167567,0.161359,0.154796,0.150887,0.151808,0.152265,0.149564,0.148913,0.150913,0.144786,0.144758,0.141811,0.145881,0.146107,0.147340,0.141116,0.145068,0.139434,0.135874,0.132436,0.127922,0.113491,0.110772,0.110008,0.105698,0.100769,0.097374,0.093985,0.088896,0.086348,0.087549,0.088204,0.086838,0.086199,0.086355,0.086220,0.085739,0.084084,0.081703,0.079112,0.077419,0.074803,0.069545,0.065673,0.056994
0.138380,0.266146,0.414888,0.532795,0.448874,0.418651,0.398190,0.394334,0.390748,0.396939,0.386081,0.379968,0.362271,0.347991,0.313336,0.304730,0.295548,0.275985,0.277089,0.280150,0.276381,0.302268,0.305035,0.292879,0.262497,0.253262,0.249169,0.244805,0.244970,0.239909,0.237967,0.238297,0.239454,0.237926,0.230627,0.224855,0.217195,0.208545,0.202331,0.201863,0.200814,0.197974,0.196694,0.198750,0.193132,0.193136,0.191729,0.196676,0.198732,0.199085,0.189425,0.192196,0.191055,0.187342,0.181218,0.174888,0.159551,0.154058,0.150533,0.146462,0.141390,0.136172,0.130869,0.124282,0.119194,0.121172,0.121179,0.118433,0.117722,0.117572,0.116539,0.115478,0.114036,0.112265,0.107666,0.105126,0.098707,0.090051,0.087905,0.079847
0.171678,0.322808,0.500271,0.635759,0.551518,0.510041,0.489158,0.481073,0.476503,0.478736,0.468350,0.459313,0.439344,0.424491,0.382653,0.372245,0.362740,0.336675,0.339231,0.345280,0.343108,0.379047,0.382562,0.366747,0.335993,0.325654,0.320213,0.314913,0.315322,0.304700,0.302376,0.302029,0.303143,0.300483,0.291722,0.283476,0.274678,0.262680,0.254231,0.252614,0.250229,0.245700,0.243703,0.245648,0.240310,0.240593,0.237531,0.242880,0.245797,0.246905,0.234805,0.237308,0.236002,0.231672,0.222965,0.215132,0.195850,0.188086,0.183018,0.178774,0.172862,0.166533,0.160427,0.152530,0.146648,0.148943,0.148870,0.145954,0.145167,0.145179,0.144388,0.143400,0.142224,0.140315,0.135624,0.132419,0.125567,0.115182,0.114984,0.108420
0.211440,0.388866,0.606670,0.735404,0.664686,0.625523,0.599426,0.587516,0.583658,0.583665,0.581337,0.575638,0.558926,0.551618,0.510318,0.502643,0.495798,0.469214,0.473345,0.480022,0.472027,0.508102,0.508979,0.484502,0.454783,0.443021,0.438822,0.435298,0.436895,0.420138,0.417988,0.412910,0.413257,0.410914,0.399940,0.386038,0.373752,0.360983,0.348488,0.345732,0.341073,0.334109,0.330589,0.332301,0.327677,0.327982,0.326829,0.332334,0.333207,0.333463,0.317829,0.319717,0.316944,0.310811,0.298564,0.289500,0.265424,0.255717,0.250342,0.244432,0.237684,0.230045,0.221576,0.210588,0.200098,0.203191,0.202629,0.198528,0.197291,0.196843,0.195152,0.193510,0.190984,0.188291,0.181409,0.177076,0.166389,0.151979,0.151082,0.137163
0.222434,0.403467,0.618455,0.752102,0.680563,0.648465,0.630487,0.621599,0.617404,0.617698,0.609980,0.601704,0.579421,0.566602,0.517757,0.507644,0.497005,0.465822,0.469616,0.477892,0.473806,0.516290,0.518384,0.495772,0.460591,0.448740,0.442676,0.436979,0.438412,0.422709,0.420523,0.417461,0.417644,0.415089,0.404508,0.392547,0.381835,0.367634,0.356724,0.353631,0.349821,0.343783,0.340575,0.342405,0.336464,0.337275,0.333773,0.339547,0.341922,0.342816,0.327382,0.329541,0.326234,0.320567,0.308798,0.298463,0.271955,0.261438,0.255061,0.250070,0.242522,0.235027,0.226666,0.216410,0.207881,0.210912,0.210809,0.207059,0.205930,0.205967,0.204607,0.203101,0.201283,0.198690,0.192411,0.188845,0.179775,0.165947,0.164895,0.153446
0.231632,0.394301,0.601278,0.721819,0.678617,0.670040,0.657062,0.648756,0.654228,0.652542,0.653907,0.651016,0.635847,0.628458,0.587154,0.575327,0.565764,0.545001,0.545515,0.549175,0.541293,0.570826,0.565818,0.543952,0.509178,0.498585,0.492313,0.487345,0.489105,0.473474,0.474539,0.470698,0.472058,0.472403,0.464028,0.450145,0.439234,0.426429,0.411291,0.407806,0.401694,0.394168,0.392925,0.397046,0.391772,0.391896,0.395429,0.403688,0.404541,0.402385,0.389821,0.389621,0.386559,0.379258,0.365285,0.354981,0.328812,0.318432,0.314228,0.312355,0.305599,0.299387,0.290010,0.279193,0.268516,0.271926,0.270506,0.267517,0.265970,0.266587,0.263987,0.262223,0.259534,0.256328,0.249195,0.246359,0.234676,0.216150,0.211275,0.196789
0.163823,0.266462,0.411825,0.480113,0.454471,0.483113,0.475973,0.476303,0.492702,0.490328,0.499648,0.503040,0.502640,0.499901,0.482256,0.475860,0.463290,0.452326,0.448385,0.448155,0.438274,0.444999,0.435174,0.421186,0.392300,0.383147,0.380197,0.375751,0.377320,0.365934,0.368040,0.369666,0.369993,0.371149,0.367310,0.359062,0.350368,0.342995,0.332728,0.329748,0.326720,0.323145,0.322570,0.326192,0.321038,0.319757,0.326314,0.331275,0.331138,0.327517,0.317668,0.316560,0.313835,0.307401,0.295151,0.286985,0.268459,0.260579,0.257386,0.257221,0.253732,0.248115,0.238911,0.228678,0.220256,0.224852,0.225388,0.222978,0.223006,0.224168,0.223422,0.223200,0.222445,0.220591,0.214431,0.211344,0.200814,0.186657,0.183707,0.168617
0.137069,0.253285,0.398461,0.471745,0.466519,0.463183,0.464797,0.460393,0.460510,0.456387,0.460921,0.454166,0.446280,0.443018,0.418043,0.414327,0.404244,0.378782,0.381239,0.390542,0.399274,0.439089,0.448171,0.425835,0.402681,0.393378,0.388387,0.378607,0.378593,0.366444,0.364598,0.362685,0.368634,0.365565,0.359109,0.345744,0.339906,0.324263,0.313692,0.305797,0.297854,0.290291,0.288853,0.290940,0.288943,0.290821,0.288869,0.294366,0.299728,0.300309,0.288891,0.288803,0.283036,0.280368,0.269952,0.260301,0.237607,0.227767,0.221566,0.220119,0.213732,0.209038,0.204423,0.199074,0.195009,0.197860,0.198241,0.198224,0.196798,0.198404,0.201071,0.201245,0.201202,0.200299,0.198034,0.196689,0.194634,0.183976,0.185485,0.188093
0.095424,0.161562,0.258273,0.289079,0.283590,0.296425,0.287132,0.285802,0.301795,0.304078,0.318210,0.322747,0.331477,0.332031,0.332070,0.328124,0.321878,0.315229,0.315472,0.316036,0.316772,0.322756,0.323838,0.322470,0.297661,0.289782,0.288598,0.284378,0.285697,0.279816,0.280998,0.281203,0.283246,0.282228,0.278079,0.273074,0.265734,0.261131,0.253649,0.250458,0.246913,0.244307,0.241651,0.243446,0.238554,0.237012,0.240688,0.244012,0.242806,0.237554,0.229504,0.229612,0.224936,0.220091,0.213582,0.204329,0.190817,0.185770,0.184064,0.182225,0.180891,0.176647,0.170781,0.163217,0.157142,0.160046,0.160367,0.158277,0.158421,0.159215,0.157624,0.156932,0.155453,0.153615,0.149313,0.145916,0.138909,0.128270,0.125472,0.112846
