0.485815,0.550837,0.572442,0.565153,0.559604,0.543666,0.516395,0.471521,0.400608,0.395447,0.378171,0.372772,0.360126,0.347722,0.344935,0.340087,0.335243,0.325879,0.313039,0.306132,0.307964,0.305472,0.304561,0.300882,0.307495,0.308754,0.304347,0.307789,0.307021,0.304932,0.305907,0.304333,0.305785,0.304395,0.304105,0.304730,0.305506,0.300553,0.310928,0.298383
0.540466,0.623273,0.701105,0.704537,0.730358,0.713467,0.687099,0.629576,0.528950,0.524344,0.499348,0.490304,0.472421,0.451057,0.446867,0.437571,0.431839,0.417127,0.398627,0.386852,0.387896,0.384787,0.384477,0.380147,0.389796,0.392488,0.386694,0.391545,0.391481,0.388742,0.390080,0.387525,0.389497,0.386773,0.386806,0.387815,0.390042,0.383869,0.399375,0.383604
0.602075,0.707460,0.798133,0.800546,0.835171,0.825228,0.785949,0.701395,0.572790,0.563478,0.531106,0.520140,0.498161,0.474001,0.464622,0.450786,0.443309,0.426204,0.404160,0.393728,0.393964,0.388005,0.388735,0.386961,0.395040,0.400699,0.396174,0.399362,0.399665,0.397201,0.397930,0.396746,0.397068,0.395897,0.395482,0.396784,0.397537,0.391718,0.410653,0.395760
0.571914,0.707606,0.810334,0.821323,0.859523,0.859141,0.828750,0.750656,0.632256,0.623343,0.590697,0.579205,0.557726,0.532938,0.520268,0.504702,0.495833,0.479156,0.455221,0.443875,0.443896,0.436242,0.436558,0.434040,0.440767,0.445376,0.440065,0.443026,0.442849,0.440541,0.441143,0.439711,0.439657,0.438062,0.437218,0.438471,0.438842,0.432913,0.451310,0.435779
0.520684,0.670894,0.777564,0.799425,0.835398,0.849285,0.831687,0.766083,0.664181,0.658170,0.628295,0.618778,0.597113,0.575543,0.559682,0.541274,0.530789,0.513623,0.489705,0.479753,0.480443,0.471602,0.471153,0.468455,0.472628,0.475473,0.470170,0.472338,0.472448,0.471246,0.470691,0.469990,0.468588,0.466830,0.465234,0.466591,0.465596,0.459994,0.476771,0.462438
0.473283,0.654451,0.763776,0.790585,0.830724,0.860412,0.862995,0.816966,0.734857,0.729459,0.706225,0.698255,0.681022,0.663104,0.649608,0.631324,0.619541,0.605696,0.581876,0.572837,0.570503,0.558784,0.556777,0.551690,0.553228,0.554573,0.547590,0.547997,0.546687,0.545500,0.543996,0.542856,0.541564,0.539577,0.537855,0.539411,0.537958,0.532865,0.547016,0.533504
0.474279,0.660241,0.774484,0.804345,0.848066,0.881850,0.891863,0.854459,0.779389,0.773483,0.752082,0.744148,0.729954,0.711608,0.697318,0.678803,0.665860,0.653510,0.628818,0.618657,0.614956,0.600855,0.597605,0.590788,0.591812,0.592277,0.584087,0.584276,0.582426,0.580866,0.579016,0.577606,0.576500,0.573879,0.572400,0.573725,0.572226,0.567034,0.580517,0.565665
0.409447,0.596765,0.706274,0.739714,0.788351,0.835043,0.873136,0.865450,0.816956,0.811017,0.795606,0.789328,0.783667,0.769742,0.758725,0.741169,0.727132,0.720168,0.695819,0.686020,0.677174,0.659824,0.654050,0.643853,0.641167,0.639085,0.629249,0.626923,0.622824,0.620703,0.617951,0.616116,0.614526,0.611780,0.610392,0.610436,0.608262,0.605479,0.613924,0.601503
0.358680,0.532292,0.631555,0.660581,0.715312,0.773116,0.827347,0.848216,0.834168,0.827523,0.822492,0.814554,0.815415,0.800600,0.789427,0.770962,0.757019,0.753936,0.731130,0.721046,0.706002,0.686620,0.677099,0.663395,0.658768,0.655747,0.646056,0.642464,0.638115,0.636309,0.632503,0.630095,0.627907,0.624090,0.622851,0.621019,0.618405,0.618406,0.621308,0.612594
0.326853,0.500328,0.594586,0.622913,0.681042,0.742003,0.804294,0.840740,0.838265,0.834598,0.837618,0.831810,0.834450,0.824172,0.819152,0.801817,0.789484,0.787761,0.768139,0.759091,0.743155,0.723328,0.712448,0.698031,0.692985,0.689147,0.679560,0.674639,0.669934,0.667854,0.663112,0.660367,0.657559,0.653856,0.652336,0.650087,0.646988,0.646529,0.647526,0.639041
0.314252,0.487384,0.581779,0.610918,0.670241,0.732266,0.798421,0.841939,0.849291,0.845723,0.849915,0.843464,0.847214,0.835907,0.829722,0.811242,0.798675,0.796971,0.777548,0.768029,0.751668,0.731955,0.720227,0.705494,0.700655,0.696129,0.686922,0.681863,0.677175,0.674764,0.670020,0.666882,0.663792,0.659787,0.658338,0.655531,0.652270,0.651895,0.651646,0.643136
0.315845,0.489245,0.581893,0.611763,0.669778,0.731631,0.798782,0.847901,0.863464,0.862814,0.868138,0.861470,0.863435,0.851559,0.844153,0.826194,0.814540,0.811123,0.791467,0.781220,0.766307,0.747607,0.735838,0.720950,0.716778,0.711256,0.702344,0.698170,0.693816,0.691387,0.687019,0.683854,0.680216,0.676009,0.674372,0.671536,0.668559,0.667831,0.667216,0.658355
0.321409,0.493527,0.586259,0.616996,0.674440,0.736338,0.805537,0.860665,0.881582,0.883653,0.886378,0.879235,0.877977,0.865116,0.856520,0.838595,0.828089,0.823081,0.803690,0.793227,0.780472,0.763172,0.751660,0.737211,0.733142,0.727030,0.718718,0.715251,0.711796,0.709492,0.705366,0.702042,0.697943,0.693490,0.691484,0.688497,0.685692,0.684408,0.683604,0.674181
0.322187,0.493049,0.586711,0.616991,0.675640,0.737610,0.813280,0.869535,0.892858,0.894559,0.898216,0.892982,0.893509,0.882400,0.874895,0.856969,0.847432,0.842474,0.822833,0.811989,0.798444,0.781150,0.769310,0.754311,0.750152,0.743646,0.735125,0.731547,0.728222,0.725503,0.720844,0.717238,0.713190,0.708403,0.706254,0.703002,0.700157,0.698559,0.697265,0.688367
0.332026,0.501754,0.599128,0.629867,0.689386,0.749348,0.823237,0.875912,0.890458,0.893903,0.897200,0.893623,0.895962,0.887072,0.882970,0.866020,0.857232,0.851245,0.832323,0.820613,0.808852,0.792345,0.781580,0.767483,0.764124,0.758063,0.749195,0.745858,0.742332,0.739056,0.734073,0.730161,0.725968,0.721188,0.719043,0.715865,0.713147,0.710832,0.710639,0.701614
0.330572,0.498271,0.597345,0.629051,0.686920,0.745050,0.822792,0.872444,0.885739,0.890473,0.893539,0.891799,0.895521,0.888693,0.887604,0.872041,0.863755,0.856570,0.838618,0.826278,0.816410,0.801213,0.791381,0.778171,0.775628,0.769082,0.760194,0.756957,0.753349,0.749739,0.744629,0.740388,0.736206,0.731341,0.729213,0.726032,0.723462,0.720748,0.720976,0.711519
0.340353,0.506379,0.606179,0.637171,0.694670,0.750408,0.826040,0.871000,0.875298,0.880541,0.884580,0.885525,0.891435,0.887640,0.890229,0.876805,0.869352,0.862493,0.845203,0.833057,0.824028,0.808761,0.799802,0.787173,0.785074,0.778187,0.768815,0.765250,0.761123,0.757297,0.751960,0.747312,0.743296,0.738640,0.736635,0.733538,0.731052,0.727676,0.729156,0.719895
0.362852,0.527940,0.633509,0.665335,0.722907,0.774172,0.844562,0.879980,0.873981,0.878788,0.878844,0.879976,0.884703,0.879014,0.880131,0.866869,0.859678,0.850833,0.832304,0.820253,0.812278,0.798487,0.791034,0.779070,0.778662,0.772607,0.763644,0.761256,0.757712,0.753851,0.749169,0.744311,0.740416,0.735661,0.733761,0.730699,0.728454,0.724603,0.727957,0.717889
0.353734,0.514223,0.617514,0.648108,0.705765,0.755380,0.826566,0.865118,0.863827,0.869608,0.872649,0.874553,0.881540,0.879504,0.883994,0.872953,0.866826,0.860154,0.842648,0.830972,0.822848,0.809409,0.801299,0.788848,0.787579,0.781082,0.771719,0.768555,0.764846,0.760729,0.755695,0.750645,0.746616,0.741716,0.739540,0.736193,0.733788,0.730135,0.732451,0.722758
0.319321,0.471152,0.569225,0.598866,0.653717,0.701872,0.778696,0.823113,0.831312,0.838634,0.847335,0.852552,0.860712,0.862890,0.871001,0.862189,0.857149,0.850709,0.836602,0.826328,0.818870,0.807631,0.799536,0.786548,0.784132,0.775181,0.765420,0.760908,0.756991,0.752783,0.747365,0.742024,0.737942,0.732826,0.730428,0.726823,0.724362,0.721290,0.721778,0.714306
0.320405,0.468336,0.565501,0.596200,0.649707,0.696716,0.772049,0.817716,0.830196,0.839286,0.849904,0.855629,0.862486,0.863619,0.870290,0.861874,0.856884,0.849069,0.834512,0.824264,0.817559,0.806598,0.798204,0.785346,0.783514,0.774303,0.765363,0.761967,0.758553,0.754785,0.749963,0.744681,0.740007,0.734891,0.732100,0.728408,0.725973,0.722358,0.723722,0.716165
0.304559,0.450579,0.545134,0.576003,0.628769,0.675824,0.749753,0.796791,0.811354,0.821630,0.836978,0.845272,0.853865,0.860640,0.870996,0.864441,0.860494,0.853044,0.841277,0.832744,0.825304,0.814079,0.805141,0.791977,0.789118,0.779436,0.769900,0.765405,0.761948,0.758271,0.752778,0.747370,0.742320,0.737237,0.734034,0.730471,0.727576,0.723736,0.725731,0.718905
