0.029652,0.121236,0.128060,0.133955,0.144699,0.150150,0.153051,0.134786,0.134127,0.174936,0.153177,0.198355,0.200651,0.151043,0.111973,0.107703,0.083226,0.092066,0.065073,0.051922,0.039270,0.039545,0.029328,0.035147,0.028366,0.027144,0.018048,0.029799,0.032213,0.017983,0.035186,0.042309,0.042098,0.041016,0.034703,0.037955,0.049683,0.059735,0.052267,0.056020,0.057012,0.061294,0.064733,0.063857,0.061293,0.061543,0.064507,0.065786,0.065586,0.065595,0.065471,0.062764,0.062898,0.066132,0.066165,0.067395,0.068492,0.062410,0.040037,0.046846,0.043924,0.027475
0.053298,0.220986,0.239645,0.250518,0.271932,0.269786,0.276686,0.256076,0.251839,0.282454,0.269947,0.357617,0.363111,0.275494,0.206030,0.196833,0.150574,0.161018,0.111863,0.090104,0.069681,0.075754,0.048993,0.061303,0.046393,0.043733,0.032736,0.052367,0.058276,0.031934,0.054710,0.064971,0.064523,0.067176,0.060925,0.064823,0.083514,0.104353,0.095467,0.103557,0.104746,0.111318,0.119308,0.118359,0.112502,0.112841,0.115746,0.118010,0.117435,0.119562,0.118914,0.114640,0.113233,0.120617,0.120504,0.124680,0.126782,0.108813,0.073397,0.086062,0.079068,0.042963
0.112022,0.413245,0.479395,0.510355,0.572719,0.546127,0.578020,0.585030,0.548032,0.543331,0.507341,0.644404,0.659220,0.481850,0.375109,0.393889,0.269911,0.302341,0.189639,0.143798,0.134528,0.138208,0.093782,0.106931,0.076949,0.067285,0.058221,0.077289,0.090582,0.059600,0.088069,0.094138,0.095675,0.110580,0.099876,0.096929,0.124475,0.135627,0.121081,0.124810,0.118527,0.125408,0.132311,0.131429,0.127802,0.127826,0.131432,0.130207,0.130042,0.130370,0.129885,0.126938,0.130333,0.133282,0.134191,0.145370,0.153584,0.124654,0.089653,0.095210,0.089477,0.052539
0.117840,0.422040,0.488244,0.519827,0.577051,0.558616,0.594071,0.597712,0.563943,0.562484,0.534675,0.681262,0.701351,0.523681,0.412106,0.424435,0.297142,0.327561,0.208626,0.163496,0.154062,0.157741,0.103344,0.115506,0.083927,0.071099,0.062590,0.083579,0.097477,0.066248,0.095440,0.101899,0.103968,0.121446,0.111938,0.108280,0.135910,0.151603,0.136597,0.141995,0.136041,0.143128,0.151895,0.151178,0.146435,0.146738,0.150068,0.148390,0.148237,0.149653,0.149104,0.145690,0.148131,0.151617,0.151651,0.164253,0.172875,0.138569,0.098829,0.106729,0.100367,0.059427
0.130827,0.469103,0.554225,0.590450,0.634419,0.591583,0.636174,0.682033,0.640596,0.605106,0.571260,0.720412,0.741269,0.541395,0.431136,0.459729,0.311471,0.346545,0.212183,0.161771,0.160883,0.162826,0.108082,0.115759,0.081174,0.071038,0.065829,0.081303,0.097235,0.070445,0.097182,0.100830,0.104330,0.126903,0.117860,0.110103,0.135194,0.142337,0.126542,0.127964,0.117979,0.123640,0.130831,0.129972,0.127351,0.127442,0.131852,0.128752,0.128754,0.128670,0.128242,0.125897,0.130327,0.131565,0.132205,0.145982,0.156545,0.122525,0.089853,0.093042,0.088906,0.055115
0.139353,0.472837,0.559866,0.596135,0.630341,0.598146,0.637924,0.671834,0.660179,0.622328,0.596330,0.755588,0.777941,0.590353,0.469822,0.487592,0.335323,0.361081,0.238025,0.193482,0.180394,0.185888,0.117179,0.131565,0.094254,0.081240,0.070200,0.088593,0.103953,0.073078,0.103501,0.111287,0.111893,0.132543,0.125858,0.120601,0.146440,0.160942,0.148056,0.152322,0.144125,0.150272,0.159653,0.158989,0.153626,0.154531,0.158753,0.155947,0.155853,0.156992,0.155985,0.152233,0.154735,0.156694,0.156241,0.168954,0.178322,0.141123,0.101930,0.108896,0.103755,0.063896
0.145657,0.488113,0.582901,0.620510,0.647124,0.625814,0.653246,0.674184,0.695566,0.645681,0.615192,0.776911,0.791608,0.597740,0.466663,0.497362,0.336914,0.361512,0.239703,0.192473,0.168913,0.177322,0.110883,0.129380,0.092431,0.081214,0.069620,0.085581,0.100540,0.067746,0.098449,0.106836,0.104418,0.122447,0.115446,0.112221,0.138210,0.151031,0.140793,0.146997,0.137309,0.142997,0.151712,0.151275,0.145905,0.147022,0.150218,0.147487,0.146932,0.147652,0.146304,0.142231,0.144656,0.146718,0.146680,0.158384,0.167789,0.133499,0.097903,0.103928,0.100169,0.063516
0.136401,0.460179,0.545804,0.579802,0.605531,0.589539,0.614564,0.629261,0.643417,0.615805,0.590088,0.755752,0.774596,0.607931,0.476622,0.492194,0.347648,0.364781,0.252938,0.216080,0.190976,0.202459,0.125833,0.154276,0.111746,0.093344,0.075978,0.099630,0.113041,0.073427,0.108976,0.120326,0.117716,0.135520,0.129407,0.127307,0.154780,0.171143,0.158724,0.166302,0.156748,0.163010,0.172233,0.171497,0.165765,0.166502,0.170367,0.167038,0.166218,0.166506,0.164409,0.159643,0.162571,0.164939,0.164926,0.178187,0.184970,0.148592,0.107582,0.116117,0.112678,0.070187
0.125586,0.414337,0.490519,0.521565,0.552278,0.537878,0.561496,0.572114,0.588799,0.568351,0.566816,0.721485,0.745963,0.616590,0.490750,0.485772,0.369479,0.368425,0.272138,0.246833,0.224380,0.237688,0.144801,0.182107,0.136240,0.107375,0.086185,0.116026,0.130195,0.087696,0.127658,0.142905,0.138301,0.153750,0.153736,0.153828,0.176502,0.200576,0.187851,0.192877,0.181857,0.189136,0.199999,0.199317,0.191986,0.192935,0.197065,0.193569,0.193295,0.193226,0.190321,0.184316,0.186121,0.189412,0.188610,0.200315,0.203472,0.163458,0.116061,0.128308,0.123816,0.072976
0.110324,0.360384,0.424558,0.450772,0.483951,0.475909,0.494417,0.494075,0.511427,0.503544,0.523954,0.673468,0.702313,0.610001,0.482141,0.465686,0.377371,0.363504,0.288790,0.282709,0.261056,0.276970,0.169873,0.218464,0.170312,0.126491,0.097512,0.140265,0.152609,0.101149,0.150964,0.173366,0.167754,0.178668,0.179680,0.184736,0.209076,0.242088,0.226352,0.231691,0.222136,0.231715,0.243829,0.242670,0.233291,0.234017,0.238068,0.233981,0.232749,0.233865,0.230108,0.222228,0.223385,0.228260,0.226284,0.236804,0.236023,0.191386,0.133726,0.153161,0.144847,0.080547
0.111100,0.365899,0.432281,0.459398,0.490723,0.484317,0.503073,0.504515,0.520539,0.509914,0.527401,0.681181,0.708180,0.612034,0.478668,0.464214,0.370923,0.362397,0.285320,0.282243,0.257603,0.273932,0.168378,0.216900,0.169151,0.126498,0.096387,0.139148,0.150566,0.098623,0.148896,0.171205,0.165994,0.177517,0.177209,0.182239,0.208159,0.241170,0.225079,0.232181,0.223360,0.232943,0.244777,0.243625,0.233631,0.234285,0.237842,0.233755,0.232186,0.233528,0.229832,0.221880,0.222987,0.227897,0.225863,0.236628,0.236289,0.191833,0.134749,0.153266,0.145463,0.081104
0.109012,0.363711,0.429475,0.456243,0.487691,0.478987,0.498771,0.504403,0.515205,0.504857,0.518188,0.671450,0.699030,0.610360,0.481277,0.463894,0.366718,0.361565,0.282587,0.287267,0.268352,0.286490,0.171458,0.223302,0.173922,0.129865,0.096886,0.143845,0.153288,0.098109,0.149316,0.172405,0.166754,0.178119,0.177177,0.181772,0.208931,0.241723,0.226127,0.235008,0.225229,0.235043,0.246662,0.245799,0.235725,0.236181,0.238699,0.234250,0.232604,0.233964,0.230170,0.222305,0.223877,0.228673,0.226689,0.238878,0.237891,0.191972,0.135360,0.153621,0.146107,0.081053
0.110963,0.372947,0.442432,0.469622,0.501195,0.491086,0.510106,0.519727,0.526735,0.512353,0.519038,0.669821,0.697804,0.603330,0.475041,0.459030,0.364288,0.359533,0.283484,0.288795,0.276834,0.294074,0.180288,0.231026,0.179489,0.136841,0.104426,0.152597,0.163602,0.105922,0.158366,0.182067,0.176528,0.188414,0.187730,0.192833,0.218865,0.249263,0.232967,0.239101,0.227342,0.236631,0.247224,0.245855,0.235730,0.235867,0.238911,0.233344,0.231572,0.232726,0.228803,0.221060,0.224080,0.227858,0.226001,0.237850,0.237068,0.190537,0.136486,0.152717,0.145407,0.081062
0.108208,0.363546,0.429476,0.455707,0.488583,0.481393,0.499126,0.501671,0.504379,0.499193,0.504558,0.652617,0.683334,0.591145,0.464227,0.446332,0.363070,0.357125,0.286943,0.288608,0.278767,0.295920,0.194051,0.240167,0.186271,0.142993,0.111794,0.163515,0.175312,0.116680,0.170378,0.194437,0.191284,0.204706,0.202934,0.206825,0.234572,0.262079,0.241369,0.244705,0.234530,0.243592,0.253031,0.250860,0.241209,0.240813,0.245596,0.239291,0.237244,0.238516,0.234496,0.226617,0.230843,0.233660,0.232039,0.243242,0.241959,0.195105,0.140901,0.155112,0.148405,0.083723
0.111464,0.380990,0.451280,0.478076,0.508140,0.491537,0.512760,0.525926,0.521092,0.508766,0.507013,0.660914,0.689881,0.584008,0.460682,0.451686,0.360115,0.362886,0.286433,0.283342,0.278690,0.296987,0.204100,0.241473,0.185122,0.148337,0.118640,0.167111,0.181525,0.121621,0.177013,0.200524,0.204324,0.223328,0.216269,0.217616,0.248904,0.270603,0.242332,0.243161,0.235376,0.244109,0.252178,0.249339,0.239918,0.238866,0.245860,0.238321,0.236050,0.237688,0.233999,0.226573,0.232816,0.233404,0.231995,0.243974,0.243684,0.195496,0.143159,0.153390,0.147238,0.083376
0.096165,0.331926,0.389101,0.413218,0.441501,0.454720,0.467306,0.456256,0.443258,0.471639,0.451245,0.596206,0.621091,0.521526,0.408491,0.391951,0.311213,0.314373,0.250414,0.252610,0.240811,0.258446,0.183041,0.223901,0.173936,0.141238,0.109949,0.156994,0.170489,0.113620,0.166198,0.189261,0.197037,0.214500,0.205849,0.207452,0.235356,0.254348,0.224642,0.227225,0.222332,0.230016,0.236672,0.232987,0.224312,0.222574,0.230029,0.222083,0.219411,0.221038,0.217626,0.210516,0.218662,0.218185,0.216719,0.228357,0.228539,0.184538,0.135238,0.146121,0.143204,0.087764
