1.000000,0.831733,0.802521,0.503794,0.405047,0.408432,0.389602,0.385486,0.385829,0.382816,0.379159,0.376303,0.381766,0.376123,0.360207,0.346764,0.342782,0.338648,0.336320,0.321784,0.306907,0.296967,0.282443,0.275932,0.270064,0.274139,0.280077,0.266950
0.831733,1.000000,0.955223,0.586336,0.472921,0.483185,0.457852,0.454423,0.454855,0.449636,0.446953,0.448047,0.449522,0.440576,0.416935,0.394148,0.386823,0.379566,0.373740,0.356384,0.339701,0.329072,0.313207,0.307211,0.301330,0.305517,0.315074,0.302102
0.802521,0.955223,1.000000,0.672416,0.538001,0.549591,0.522918,0.515314,0.513462,0.505437,0.502287,0.502597,0.504729,0.495060,0.466070,0.438831,0.429384,0.419592,0.412058,0.391483,0.371227,0.357592,0.339165,0.331493,0.324113,0.327325,0.336565,0.322129
0.503794,0.586335,0.672416,1.000000,0.851063,0.844752,0.825465,0.808639,0.786420,0.768712,0.748416,0.730203,0.735957,0.725904,0.715847,0.702014,0.690188,0.681276,0.668204,0.648618,0.619563,0.599425,0.570168,0.556131,0.540587,0.545502,0.541703,0.505620
0.405047,0.472920,0.538001,0.851063,1.000000,0.941579,0.892985,0.861911,0.828482,0.803998,0.780403,0.749135,0.750109,0.743131,0.743185,0.740371,0.732213,0.723533,0.717103,0.704108,0.678032,0.660091,0.629780,0.616849,0.600577,0.608438,0.602883,0.563879
0.408432,0.483185,0.549591,0.844753,0.941579,1.000000,0.945375,0.911610,0.879296,0.856652,0.833836,0.798888,0.798329,0.788706,0.787830,0.782544,0.774960,0.766457,0.757652,0.744530,0.718044,0.700109,0.669321,0.656733,0.640712,0.649038,0.642798,0.600031
0.389602,0.457852,0.522918,0.825465,0.892986,0.945375,1.000000,0.955216,0.921645,0.896542,0.871013,0.836236,0.836032,0.824395,0.821841,0.812982,0.805596,0.797823,0.787272,0.772787,0.743780,0.724410,0.692484,0.679293,0.662609,0.670480,0.661944,0.616346
0.385486,0.454423,0.515314,0.808639,0.861911,0.911610,0.955216,1.000000,0.962690,0.937764,0.912209,0.876451,0.873499,0.857893,0.850012,0.836533,0.826762,0.817276,0.803512,0.784764,0.752713,0.732771,0.700549,0.687486,0.671071,0.679953,0.672451,0.626162
0.385829,0.454855,0.513462,0.786420,0.828482,0.879296,0.921645,0.962690,1.000000,0.966597,0.941681,0.909193,0.902958,0.884636,0.869561,0.848990,0.838859,0.828663,0.813930,0.792201,0.758188,0.737997,0.705422,0.691890,0.675558,0.684578,0.677900,0.631265
0.382816,0.449636,0.505437,0.768712,0.803999,0.856652,0.896542,0.937764,0.966597,1.000000,0.973948,0.935977,0.924959,0.902481,0.884427,0.863236,0.851003,0.840473,0.825548,0.804349,0.770666,0.750874,0.718858,0.705458,0.689578,0.697732,0.689348,0.641085
0.379159,0.446953,0.502287,0.748416,0.780403,0.833835,0.871013,0.912209,0.941681,0.973948,1.000000,0.964312,0.946293,0.919929,0.891701,0.862751,0.848115,0.835794,0.819715,0.797237,0.763338,0.743344,0.712498,0.699596,0.684313,0.691984,0.684421,0.638422
0.376303,0.448047,0.502597,0.730203,0.749135,0.798888,0.836236,0.876451,0.909193,0.935977,0.964312,1.000000,0.968703,0.941323,0.902481,0.862046,0.844078,0.829415,0.812301,0.785485,0.749227,0.728032,0.697903,0.684567,0.669786,0.674870,0.669790,0.625798
0.381766,0.449522,0.504729,0.735957,0.750109,0.798329,0.836032,0.873499,0.902958,0.924959,0.946293,0.968703,1.000000,0.971810,0.932424,0.891240,0.872422,0.856700,0.838162,0.810021,0.771596,0.748561,0.716782,0.703110,0.687404,0.692642,0.685852,0.638191
0.376123,0.440576,0.495060,0.725904,0.743131,0.788706,0.824395,0.857893,0.884636,0.902481,0.919929,0.941323,0.971810,1.000000,0.957899,0.917175,0.897856,0.881749,0.863029,0.832326,0.793620,0.769786,0.738765,0.724915,0.709072,0.712414,0.702537,0.652560
0.360207,0.416935,0.466070,0.715847,0.743185,0.787830,0.821841,0.850012,0.869561,0.884427,0.891701,0.902482,0.932424,0.957899,1.000000,0.962516,0.943858,0.926358,0.907820,0.879833,0.840551,0.816447,0.782468,0.767666,0.749780,0.753601,0.741163,0.683665
0.346764,0.394147,0.438831,0.702014,0.740371,0.782544,0.812982,0.836533,0.848990,0.863236,0.862751,0.862046,0.891240,0.917175,0.962516,1.000000,0.976709,0.958465,0.940343,0.917520,0.880851,0.857583,0.822177,0.806207,0.787122,0.790148,0.772483,0.709376
0.342782,0.386823,0.429384,0.690188,0.732214,0.774960,0.805596,0.826762,0.838859,0.851003,0.848115,0.844078,0.872422,0.897856,0.943858,0.976709,1.000000,0.979255,0.961506,0.937080,0.899608,0.875518,0.839512,0.823356,0.803581,0.807248,0.788137,0.722557
0.338648,0.379566,0.419592,0.681276,0.723533,0.766456,0.797823,0.817276,0.828663,0.840472,0.835794,0.829415,0.856700,0.881749,0.926358,0.958465,0.979254,1.000000,0.981351,0.957600,0.923190,0.900422,0.866472,0.850279,0.830038,0.832091,0.808313,0.738451
0.336321,0.373740,0.412058,0.668204,0.717103,0.757652,0.787272,0.803512,0.813930,0.825548,0.819715,0.812301,0.838162,0.863029,0.907820,0.940343,0.961506,0.981352,1.000000,0.972110,0.936758,0.913814,0.879597,0.863101,0.841842,0.844210,0.818433,0.746267
0.321784,0.356384,0.391483,0.648618,0.704108,0.744530,0.772787,0.784764,0.792201,0.804349,0.797237,0.785485,0.810021,0.832326,0.879834,0.917520,0.937080,0.957600,0.972110,1.000000,0.973819,0.951229,0.919934,0.903149,0.879000,0.877053,0.842672,0.758281
0.306907,0.339701,0.371227,0.619563,0.678032,0.718044,0.743780,0.752713,0.758188,0.770666,0.763338,0.749227,0.771596,0.793620,0.840551,0.880851,0.899608,0.923189,0.936758,0.973819,1.000000,0.983185,0.961964,0.947101,0.924742,0.915731,0.869652,0.769640
0.296967,0.329072,0.357593,0.599425,0.660090,0.700108,0.724410,0.732771,0.737997,0.750874,0.743344,0.728032,0.748560,0.769785,0.816448,0.857583,0.875518,0.900422,0.913814,0.951229,0.983186,1.000000,0.982505,0.968947,0.949035,0.937800,0.887523,0.782798
0.282443,0.313207,0.339165,0.570168,0.629780,0.669321,0.692484,0.700549,0.705422,0.718858,0.712498,0.697903,0.716782,0.738765,0.782468,0.822178,0.839512,0.866472,0.879597,0.919935,0.961965,0.982505,1.000000,0.988424,0.972020,0.955710,0.895937,0.781749
0.275932,0.307211,0.331493,0.556131,0.616849,0.656733,0.679293,0.687486,0.691890,0.705458,0.699596,0.684567,0.703110,0.724915,0.767666,0.806207,0.823356,0.850279,0.863101,0.903149,0.947101,0.968947,0.988424,1.000000,0.984769,0.967461,0.904053,0.787296
0.270064,0.301330,0.324113,0.540587,0.600577,0.640712,0.662609,0.671071,0.675559,0.689578,0.684313,0.669786,0.687404,0.709072,0.749780,0.787122,0.803581,0.830038,0.841842,0.879000,0.924742,0.949035,0.972020,0.984769,1.000000,0.982301,0.920049,0.796121
0.274139,0.305517,0.327325,0.545502,0.608438,0.649038,0.670481,0.679954,0.684578,0.697732,0.691984,0.674870,0.692642,0.712414,0.753601,0.790148,0.807248,0.832091,0.844210,0.877053,0.915731,0.937800,0.955711,0.967462,0.982301,1.000000,0.946707,0.827059
0.280077,0.315075,0.336565,0.541703,0.602883,0.642798,0.661944,0.672451,0.677900,0.689348,0.684421,0.669790,0.685852,0.702537,0.741164,0.772483,0.788137,0.808313,0.818434,0.842672,0.869652,0.887523,0.895937,0.904053,0.920049,0.946707,1.000000,0.895890
0.266950,0.302102,0.322129,0.505620,0.563879,0.600032,0.616346,0.626162,0.631266,0.641085,0.638422,0.625798,0.638191,0.652560,0.683665,0.709377,0.722557,0.738451,0.746267,0.758281,0.769640,0.782798,0.781749,0.787297,0.796121,0.827059,0.895890,1.000000
