0.593382,0.626044,0.602766,0.593515,0.596851,0.577352,0.560402,0.514212,0.527391,0.512244,0.501839,0.514168,0.519835,0.491144,0.488974,0.461502,0.460502,0.463521,0.461616,0.451608,0.454639,0.456749,0.437497,0.429578,0.425192,0.415133,0.397435,0.386176,0.365198,0.348791,0.341181,0.335642,0.330748,0.328510,0.322858,0.321493,0.320989,0.318991,0.312769,0.312313,0.310409,0.309280,0.308480,0.309817,0.311145,0.311987,0.308100,0.312262
0.723064,0.778614,0.765614,0.758347,0.761168,0.739196,0.713682,0.655009,0.672834,0.651743,0.642492,0.657687,0.659025,0.615449,0.610221,0.572299,0.571720,0.577461,0.574361,0.560930,0.564771,0.569726,0.542200,0.526519,0.520300,0.508767,0.486089,0.470261,0.442152,0.420704,0.410767,0.405800,0.399164,0.397090,0.391099,0.388204,0.388661,0.386919,0.379100,0.378725,0.376456,0.375428,0.374199,0.376529,0.378310,0.380835,0.376317,0.386191
0.773728,0.880755,0.905166,0.924795,0.909722,0.883701,0.843019,0.742159,0.768039,0.743420,0.740800,0.761512,0.759315,0.685081,0.669497,0.617860,0.611428,0.613557,0.604693,0.593489,0.596933,0.599766,0.558790,0.529095,0.523634,0.510066,0.487565,0.471100,0.440071,0.419450,0.408465,0.405258,0.401451,0.401506,0.397307,0.396831,0.399269,0.399955,0.391916,0.391691,0.388380,0.387322,0.386300,0.388796,0.392768,0.399602,0.396861,0.421563
0.785200,0.879857,0.912592,0.934845,0.930895,0.913393,0.883943,0.797866,0.817357,0.791843,0.787215,0.804681,0.808034,0.744990,0.728368,0.681603,0.672777,0.672577,0.660476,0.645417,0.646440,0.646411,0.607117,0.577150,0.572385,0.558140,0.533608,0.516201,0.483118,0.459293,0.447915,0.443618,0.439904,0.439789,0.435426,0.433320,0.435719,0.436800,0.428740,0.427546,0.423891,0.422521,0.421142,0.423655,0.427427,0.434077,0.429983,0.452661
0.743145,0.831420,0.866470,0.900275,0.908115,0.902281,0.888488,0.826095,0.838071,0.816225,0.810691,0.825408,0.831323,0.766438,0.749310,0.704764,0.693519,0.690574,0.678172,0.660114,0.661718,0.658303,0.624484,0.596758,0.594695,0.581231,0.557010,0.540512,0.507106,0.481142,0.470361,0.466356,0.463871,0.463720,0.459680,0.455230,0.456743,0.458472,0.451235,0.448847,0.444609,0.442676,0.441209,0.442829,0.445920,0.452031,0.445458,0.465169
0.730116,0.797969,0.829344,0.869288,0.892738,0.897374,0.901786,0.867994,0.873580,0.853698,0.843998,0.857162,0.878361,0.844421,0.832592,0.795651,0.783045,0.776332,0.765148,0.741511,0.740018,0.731333,0.704550,0.682906,0.685040,0.669397,0.642494,0.626404,0.593305,0.563464,0.552428,0.543964,0.540733,0.538760,0.533329,0.525807,0.525459,0.526265,0.518835,0.515116,0.510239,0.507544,0.505214,0.506368,0.508459,0.512354,0.503527,0.514000
0.727637,0.784507,0.812642,0.851619,0.881881,0.891070,0.905451,0.881296,0.884410,0.865006,0.854487,0.867064,0.896564,0.880076,0.871749,0.843553,0.831675,0.823611,0.810719,0.783578,0.779841,0.769194,0.743365,0.720978,0.722139,0.705652,0.676987,0.661108,0.628034,0.596491,0.585296,0.575425,0.572238,0.568547,0.562060,0.553547,0.551999,0.552204,0.544749,0.540280,0.535330,0.532480,0.529845,0.530981,0.532362,0.535267,0.525845,0.532492
0.659173,0.694441,0.714481,0.751291,0.791213,0.809035,0.839821,0.843672,0.844262,0.830739,0.817488,0.829029,0.870721,0.891614,0.894420,0.883864,0.873805,0.863308,0.853585,0.824689,0.817061,0.803104,0.785383,0.767259,0.769411,0.752895,0.722944,0.708165,0.677466,0.645299,0.634852,0.620080,0.616678,0.610074,0.602166,0.591620,0.588627,0.587567,0.579956,0.574022,0.568997,0.565245,0.561742,0.562119,0.562743,0.563140,0.552595,0.549609
0.579560,0.599563,0.614084,0.649707,0.692888,0.716679,0.753483,0.785489,0.782451,0.769708,0.757112,0.766499,0.819014,0.873696,0.883826,0.893095,0.883361,0.868065,0.855824,0.823409,0.807830,0.790050,0.778921,0.758951,0.763292,0.750205,0.720604,0.709195,0.680538,0.647772,0.639009,0.620931,0.617213,0.609897,0.603547,0.591025,0.589110,0.588216,0.581639,0.575428,0.570739,0.566959,0.562854,0.562817,0.563474,0.563655,0.553873,0.545307
0.552040,0.566093,0.576359,0.612936,0.660291,0.684901,0.722605,0.765774,0.763328,0.752575,0.738453,0.747232,0.801727,0.865807,0.877592,0.889885,0.883388,0.869794,0.862277,0.828989,0.815704,0.798219,0.796632,0.784100,0.792455,0.781221,0.752378,0.741383,0.713173,0.679382,0.670197,0.649068,0.644822,0.635895,0.628551,0.614087,0.610951,0.609403,0.603045,0.596414,0.591453,0.587202,0.582794,0.582657,0.582838,0.581750,0.571340,0.557586
0.544558,0.556356,0.566987,0.601755,0.649583,0.673997,0.713845,0.762754,0.760253,0.749600,0.735730,0.743186,0.797595,0.866055,0.877434,0.894594,0.889218,0.875359,0.868633,0.835265,0.820770,0.803168,0.803563,0.791689,0.799448,0.788895,0.759967,0.749028,0.720358,0.686302,0.677148,0.656322,0.652001,0.642577,0.634834,0.620099,0.616984,0.615375,0.609144,0.602230,0.597424,0.593193,0.588625,0.588446,0.588608,0.587694,0.577377,0.561860
0.544437,0.554871,0.563681,0.597364,0.644996,0.670128,0.709843,0.766105,0.762532,0.751940,0.738271,0.744180,0.798378,0.864250,0.875600,0.895594,0.892302,0.880129,0.874497,0.840703,0.826645,0.809176,0.811501,0.800521,0.807695,0.797922,0.769077,0.758100,0.728810,0.694312,0.685455,0.665430,0.661463,0.651820,0.644167,0.628526,0.625841,0.624277,0.618060,0.610673,0.605463,0.601330,0.596701,0.596543,0.596650,0.595820,0.584655,0.568270
0.551335,0.564302,0.573269,0.606056,0.652129,0.676649,0.714931,0.774853,0.772064,0.761436,0.748550,0.753116,0.804754,0.866243,0.877182,0.896411,0.895964,0.885138,0.881376,0.847664,0.836332,0.819498,0.824913,0.815277,0.822701,0.813974,0.785512,0.774367,0.743896,0.708500,0.699472,0.679943,0.676120,0.666188,0.658669,0.641717,0.639599,0.638182,0.631991,0.623952,0.618432,0.614367,0.609642,0.609412,0.609379,0.608728,0.596369,0.579592
0.555837,0.570858,0.578823,0.611474,0.657605,0.680993,0.719717,0.781057,0.779850,0.769366,0.756798,0.761875,0.813055,0.874003,0.884875,0.904578,0.906531,0.897557,0.896159,0.862998,0.853295,0.837683,0.845577,0.835204,0.843507,0.834150,0.806302,0.795393,0.765180,0.729967,0.720397,0.701294,0.696891,0.686009,0.678053,0.660519,0.657984,0.656000,0.650170,0.641834,0.636401,0.632542,0.627652,0.627271,0.627270,0.626655,0.614132,0.595535
0.566158,0.586439,0.595197,0.628063,0.672300,0.694057,0.730257,0.784931,0.785310,0.775533,0.763403,0.769618,0.819227,0.873255,0.884213,0.901193,0.905839,0.899923,0.901352,0.869474,0.863849,0.850001,0.858422,0.849227,0.857401,0.848788,0.823215,0.812601,0.782131,0.748538,0.737365,0.719268,0.714468,0.703460,0.695185,0.677894,0.674815,0.672781,0.667022,0.658624,0.653322,0.649846,0.645122,0.644683,0.644670,0.643532,0.630233,0.610579
0.568566,0.590500,0.598606,0.629663,0.672457,0.693021,0.729328,0.784835,0.786170,0.778884,0.767480,0.772587,0.818286,0.866157,0.877361,0.894750,0.900229,0.897564,0.902688,0.874739,0.871579,0.859956,0.870795,0.862677,0.869665,0.861181,0.837776,0.827442,0.798311,0.766245,0.755082,0.738973,0.733732,0.722740,0.714388,0.697627,0.694301,0.692304,0.686913,0.678445,0.673381,0.670096,0.665471,0.664882,0.664650,0.663616,0.649957,0.629306
0.575630,0.600046,0.609008,0.639475,0.681045,0.701541,0.735411,0.782934,0.784800,0.777156,0.766238,0.772631,0.817447,0.860848,0.872120,0.887154,0.894391,0.893688,0.900145,0.873732,0.873861,0.863956,0.875250,0.867824,0.875156,0.866676,0.845706,0.835871,0.807635,0.777110,0.765440,0.749754,0.743904,0.733198,0.725088,0.708810,0.705714,0.703920,0.698612,0.690623,0.685831,0.682836,0.678415,0.677527,0.677504,0.675883,0.661731,0.641464
0.602371,0.633816,0.644393,0.674275,0.711965,0.729836,0.759420,0.797427,0.800985,0.791247,0.781647,0.788578,0.830520,0.864309,0.873065,0.885036,0.892425,0.893224,0.898716,0.873093,0.874935,0.866806,0.875100,0.865677,0.870966,0.862744,0.842010,0.830822,0.801593,0.771674,0.759577,0.745644,0.739209,0.729493,0.721985,0.706363,0.704432,0.702841,0.697421,0.689555,0.684803,0.682122,0.677800,0.676944,0.677293,0.676208,0.662119,0.645185
0.589269,0.618521,0.626739,0.655428,0.693950,0.711048,0.739981,0.779201,0.782291,0.773788,0.763688,0.770461,0.813053,0.849127,0.858611,0.871997,0.880949,0.882772,0.890896,0.866593,0.870359,0.864214,0.877611,0.871614,0.878201,0.870713,0.851039,0.841266,0.814908,0.786183,0.774009,0.759198,0.752325,0.742025,0.734126,0.717910,0.714972,0.713058,0.707846,0.699943,0.695163,0.692291,0.687836,0.687019,0.687051,0.684905,0.670071,0.649701
0.553273,0.577516,0.582263,0.609289,0.648999,0.666149,0.698231,0.747250,0.749311,0.742929,0.733121,0.738397,0.776726,0.812307,0.822094,0.838747,0.848756,0.853101,0.865042,0.843600,0.849126,0.843552,0.865053,0.863667,0.872060,0.866006,0.848330,0.838795,0.816645,0.788822,0.777588,0.763308,0.756061,0.745012,0.737566,0.721104,0.717989,0.715894,0.711115,0.703376,0.698921,0.696079,0.691762,0.690885,0.690881,0.688478,0.674048,0.650560
0.550061,0.573563,0.578128,0.602977,0.642582,0.659573,0.691741,0.744482,0.745794,0.739859,0.730210,0.733935,0.769821,0.803221,0.811787,0.829309,0.840341,0.845048,0.857046,0.836071,0.842214,0.837300,0.859819,0.859430,0.867554,0.862087,0.843980,0.834246,0.811644,0.783643,0.772775,0.759481,0.752602,0.741587,0.733968,0.716928,0.714091,0.712137,0.707551,0.699604,0.694871,0.692016,0.687667,0.686778,0.686841,0.684541,0.669770,0.647680
