0.488479,0.513370,0.384531,0.342244,0.216987,0.165263,0.125502,0.093105,0.107361,0.092564,0.069464,0.048626,0.047225,0.051443,0.082358,0.096564,0.093299,0.098024,0.113999,0.108376,0.113514,0.112889,0.118491,0.118833,0.129563,0.134565,0.139799,0.144096,0.133992,0.137734,0.127646,0.141662,0.130737,0.054779
0.665515,0.688595,0.431100,0.384496,0.266470,0.208671,0.149603,0.114649,0.127673,0.112256,0.090483,0.060766,0.059898,0.064137,0.106730,0.121923,0.117673,0.120820,0.140494,0.132964,0.138454,0.136586,0.141297,0.140853,0.151236,0.155539,0.161542,0.165699,0.151364,0.154960,0.141610,0.159283,0.148341,0.061977
0.831185,0.831240,0.528112,0.457493,0.282108,0.207795,0.175307,0.133004,0.143328,0.121062,0.083253,0.062165,0.053642,0.067683,0.099584,0.115682,0.107822,0.114856,0.128611,0.118137,0.120134,0.122271,0.126990,0.126793,0.134613,0.138591,0.142067,0.143441,0.128070,0.131052,0.127597,0.140119,0.132236,0.059617
0.822086,0.826185,0.501338,0.449058,0.289121,0.224838,0.202455,0.157593,0.161217,0.140378,0.093428,0.070762,0.062532,0.075116,0.112547,0.129558,0.123441,0.131011,0.147384,0.135572,0.137465,0.139256,0.145025,0.143309,0.151608,0.155610,0.159703,0.160983,0.144020,0.146822,0.141743,0.155590,0.146496,0.069902
0.780427,0.783011,0.455766,0.421185,0.285172,0.227683,0.237059,0.186335,0.188129,0.160471,0.102812,0.085183,0.072379,0.081914,0.122799,0.143682,0.139822,0.148323,0.165662,0.151857,0.153670,0.156965,0.165748,0.164744,0.173914,0.177083,0.180130,0.180704,0.161120,0.163987,0.158780,0.174482,0.164368,0.077186
0.718628,0.733771,0.432168,0.421489,0.294008,0.245953,0.269113,0.211212,0.216660,0.177115,0.121187,0.103474,0.090029,0.091546,0.137813,0.162777,0.164870,0.176463,0.195837,0.183535,0.186786,0.189959,0.201302,0.200201,0.214506,0.217860,0.222959,0.223740,0.201974,0.205037,0.197522,0.217654,0.200717,0.090295
0.690968,0.710007,0.418692,0.413060,0.296212,0.248518,0.276432,0.218444,0.224787,0.182279,0.124986,0.106222,0.095357,0.093179,0.141358,0.166879,0.172133,0.185989,0.206299,0.196024,0.199981,0.200729,0.212433,0.209696,0.224947,0.227558,0.234464,0.235821,0.214396,0.218034,0.208504,0.230317,0.213528,0.094015
0.584752,0.612660,0.362657,0.374592,0.277019,0.244734,0.285622,0.226132,0.233752,0.189629,0.127083,0.108334,0.101045,0.093310,0.138813,0.163818,0.174375,0.190187,0.210856,0.203227,0.208905,0.208334,0.221772,0.219479,0.238593,0.241804,0.250393,0.253024,0.233321,0.237820,0.229099,0.252606,0.233408,0.102057
0.493045,0.524530,0.300791,0.323508,0.246610,0.225022,0.269006,0.220136,0.230076,0.182055,0.116181,0.108813,0.107638,0.100609,0.139760,0.159403,0.171902,0.190261,0.209955,0.202363,0.207321,0.205490,0.217263,0.218630,0.237209,0.240447,0.247278,0.250181,0.231113,0.235197,0.224995,0.247722,0.228774,0.106365
0.458751,0.492196,0.288088,0.316548,0.244449,0.222524,0.269438,0.216315,0.226069,0.176487,0.120641,0.111751,0.110876,0.099077,0.144058,0.166716,0.183597,0.204686,0.227882,0.222804,0.228742,0.224319,0.236583,0.237205,0.258378,0.261819,0.269877,0.272913,0.252196,0.255862,0.239101,0.264493,0.243734,0.111495
0.448485,0.482404,0.283055,0.311718,0.241773,0.221211,0.267293,0.215304,0.224472,0.175826,0.121868,0.113650,0.112842,0.100203,0.147054,0.167666,0.185369,0.207536,0.230510,0.224895,0.231023,0.226212,0.237789,0.239561,0.260212,0.263123,0.271374,0.274720,0.254104,0.257931,0.239892,0.265841,0.245945,0.110801
