0.182707,0.209696,0.160420,0.154481,0.089035,0.089379,0.067981,0.048227,0.052875,0.043987,0.029660,0.026520,0.019046,0.021078,0.028926,0.035201,0.043378,0.042539,0.041963,0.046661,0.059231,0.064382,0.063024,0.065545,0.069733,0.071134,0.072290,0.076458,0.081032,0.084457,0.075066,0.085732,0.090766,0.034778
0.323878,0.367151,0.242653,0.247455,0.140060,0.149926,0.116779,0.083273,0.093623,0.080658,0.051723,0.049757,0.034138,0.040379,0.048261,0.057687,0.064280,0.064329,0.061456,0.071346,0.091361,0.102370,0.104803,0.108513,0.117773,0.119557,0.122496,0.128817,0.136587,0.142465,0.129238,0.148060,0.155977,0.057059
0.556293,0.615793,0.434519,0.436988,0.212144,0.206217,0.144843,0.096943,0.129972,0.088634,0.057763,0.066699,0.043959,0.044707,0.062991,0.071367,0.081946,0.079813,0.073515,0.080539,0.098386,0.108976,0.109108,0.110584,0.119768,0.121417,0.122939,0.128827,0.137144,0.143126,0.129598,0.156556,0.171467,0.063572
0.585912,0.640798,0.429832,0.437735,0.216071,0.214305,0.155148,0.106147,0.136621,0.098077,0.065639,0.072059,0.048549,0.050811,0.067291,0.077180,0.087181,0.086440,0.078718,0.086702,0.106052,0.117940,0.119440,0.120699,0.131657,0.133547,0.135707,0.141953,0.151390,0.157513,0.143460,0.173195,0.189559,0.068614
0.619972,0.662308,0.424943,0.442109,0.200311,0.191145,0.135370,0.094022,0.122873,0.079908,0.056521,0.068448,0.046732,0.045068,0.060943,0.069495,0.081329,0.081472,0.073161,0.077222,0.091389,0.099940,0.101536,0.103342,0.112068,0.113972,0.115210,0.120243,0.128815,0.134145,0.121580,0.151251,0.168384,0.061666
0.652342,0.681088,0.415568,0.437881,0.210081,0.208807,0.155008,0.107713,0.138852,0.098987,0.071487,0.080140,0.052088,0.053584,0.066617,0.077510,0.088424,0.090675,0.082447,0.089033,0.105744,0.115979,0.119298,0.121692,0.132734,0.135016,0.136986,0.143075,0.151628,0.157149,0.141332,0.174318,0.192746,0.068361
0.686290,0.703960,0.415147,0.437675,0.205474,0.205531,0.147362,0.102832,0.131157,0.091552,0.068354,0.081015,0.050670,0.052565,0.064285,0.074436,0.083324,0.086127,0.079176,0.085422,0.101939,0.111884,0.114882,0.116965,0.127341,0.129275,0.130734,0.136644,0.144325,0.149701,0.134695,0.167303,0.186966,0.066172
0.653698,0.673478,0.398981,0.424770,0.214402,0.230112,0.167119,0.117484,0.145802,0.105435,0.078610,0.092682,0.058940,0.062408,0.072689,0.085919,0.093768,0.098575,0.091370,0.099316,0.118926,0.130118,0.132112,0.134161,0.145576,0.147113,0.148485,0.155592,0.163512,0.169909,0.153069,0.189382,0.209766,0.074955
0.601860,0.624179,0.372585,0.397447,0.215820,0.244677,0.198052,0.128729,0.178722,0.128625,0.088491,0.108699,0.068916,0.070009,0.077689,0.094389,0.103019,0.111112,0.103195,0.112445,0.134621,0.147621,0.149287,0.152310,0.164172,0.165635,0.166769,0.175560,0.182400,0.188958,0.170166,0.207737,0.227642,0.081150
0.539491,0.568739,0.348434,0.371434,0.221576,0.270759,0.231555,0.155121,0.215363,0.160311,0.113954,0.132066,0.086687,0.091768,0.099904,0.121653,0.123691,0.131775,0.124117,0.136227,0.164029,0.180643,0.181074,0.183598,0.197064,0.198258,0.198679,0.209142,0.215074,0.222399,0.200294,0.242049,0.262259,0.092720
0.546941,0.577752,0.354052,0.381002,0.225536,0.277398,0.228027,0.156450,0.213820,0.160817,0.113030,0.133716,0.084767,0.090693,0.099773,0.121849,0.122631,0.130012,0.122381,0.134281,0.162138,0.178966,0.179621,0.182306,0.196140,0.197789,0.198537,0.208967,0.214713,0.222294,0.200250,0.242642,0.263332,0.093393
0.544784,0.574507,0.349741,0.378209,0.219886,0.278299,0.227412,0.156910,0.216384,0.159101,0.110380,0.133221,0.084279,0.092185,0.100518,0.123181,0.122623,0.130434,0.122617,0.134298,0.162071,0.178880,0.179814,0.182822,0.196776,0.198482,0.198658,0.209000,0.213733,0.221312,0.199962,0.242736,0.263853,0.092877
0.552848,0.579312,0.352610,0.382065,0.211403,0.268943,0.223501,0.151906,0.218141,0.157341,0.108490,0.137814,0.087697,0.093075,0.102133,0.125214,0.124610,0.131550,0.123611,0.133975,0.161021,0.176937,0.177340,0.180574,0.194047,0.195867,0.195402,0.205568,0.210078,0.217352,0.195976,0.239452,0.261388,0.092565
0.538797,0.563484,0.345990,0.372989,0.207958,0.261719,0.222611,0.153349,0.219897,0.159240,0.111839,0.143603,0.095155,0.099608,0.110387,0.135549,0.135529,0.140537,0.131615,0.140870,0.167790,0.182722,0.182408,0.184967,0.198812,0.200329,0.199473,0.209343,0.214751,0.222029,0.200020,0.245337,0.268009,0.094769
0.556351,0.574861,0.351781,0.381230,0.202885,0.253155,0.216189,0.149974,0.213093,0.157697,0.114426,0.144491,0.096153,0.099204,0.113721,0.138561,0.138276,0.141517,0.132352,0.139945,0.165560,0.179698,0.178956,0.180263,0.194235,0.195966,0.195396,0.204345,0.210262,0.217001,0.195456,0.242163,0.264765,0.093978
0.508895,0.537182,0.325984,0.341334,0.191238,0.229712,0.197770,0.139673,0.190717,0.145827,0.108076,0.128687,0.092552,0.098796,0.111944,0.139213,0.136641,0.135337,0.128046,0.134743,0.159706,0.171318,0.169551,0.171089,0.184829,0.186307,0.186589,0.194875,0.202221,0.209412,0.190253,0.237971,0.259737,0.095602
0.515197,0.539014,0.329038,0.349002,0.186897,0.225617,0.194550,0.138739,0.191044,0.150942,0.114824,0.138699,0.103545,0.104653,0.119096,0.148003,0.147598,0.145827,0.139709,0.144712,0.168408,0.178091,0.175168,0.176356,0.190246,0.191600,0.191724,0.199704,0.208354,0.215118,0.193367,0.244533,0.267432,0.097466
0.541481,0.565873,0.345844,0.366197,0.183856,0.213903,0.183208,0.128567,0.190083,0.146182,0.109331,0.137462,0.105253,0.105262,0.121155,0.149173,0.148983,0.146172,0.140737,0.143793,0.166151,0.174807,0.170500,0.171409,0.184414,0.185595,0.185244,0.192669,0.201517,0.207734,0.185044,0.237925,0.262954,0.095975
0.518955,0.545280,0.329801,0.348327,0.176760,0.208162,0.183030,0.129647,0.190471,0.145752,0.111140,0.140671,0.113328,0.111493,0.126582,0.155784,0.156377,0.155512,0.149832,0.151994,0.176066,0.184210,0.180140,0.182137,0.195632,0.197136,0.195821,0.203723,0.213867,0.220294,0.196680,0.253344,0.281047,0.102212
