0.686000,0.651389,0.518498,0.461735,0.440832,0.417453,0.370074,0.281670,0.275976,0.264231,0.243478,0.230426,0.207409,0.190703,0.191766,0.179162
0.783121,0.829859,0.640335,0.593863,0.572728,0.547633,0.490380,0.365461,0.356701,0.331661,0.296564,0.279365,0.255658,0.236861,0.236001,0.222949
0.569077,0.628383,0.811647,0.724315,0.676135,0.607235,0.545378,0.365452,0.354322,0.314333,0.277972,0.265364,0.250366,0.240284,0.247676,0.243523
0.563531,0.627292,0.788936,0.717596,0.678629,0.618248,0.562549,0.377024,0.365350,0.321428,0.280795,0.266057,0.249799,0.241032,0.250416,0.246261
0.476035,0.541153,0.774949,0.723961,0.686071,0.621769,0.568501,0.379160,0.368184,0.323461,0.286778,0.278227,0.267011,0.261320,0.271767,0.269014
0.512087,0.592165,0.745567,0.718667,0.694420,0.646208,0.601711,0.411452,0.402835,0.357298,0.319070,0.308662,0.294307,0.283028,0.289452,0.281835
0.525708,0.607866,0.741363,0.724106,0.701147,0.655926,0.608917,0.425529,0.418142,0.374825,0.338274,0.328901,0.312235,0.298920,0.303656,0.294902
0.558894,0.638175,0.723241,0.703981,0.686318,0.649183,0.606369,0.430561,0.423897,0.382433,0.343160,0.330545,0.309703,0.294259,0.297669,0.286848
0.553070,0.630420,0.694246,0.684349,0.670982,0.641567,0.601226,0.431711,0.425228,0.385817,0.346751,0.338046,0.321219,0.309092,0.314704,0.306718
0.498177,0.573773,0.714585,0.701942,0.683449,0.651657,0.609468,0.437659,0.429643,0.386376,0.342691,0.326248,0.306526,0.294992,0.302420,0.296110
0.463631,0.535200,0.683712,0.687587,0.672070,0.647349,0.610726,0.455531,0.451049,0.413844,0.374376,0.355746,0.334560,0.323185,0.330106,0.322772
0.415480,0.480948,0.622345,0.629254,0.619789,0.595708,0.565516,0.419387,0.416856,0.383351,0.345543,0.324686,0.301491,0.291272,0.297889,0.289257
0.408656,0.471459,0.611894,0.614343,0.604898,0.579392,0.548150,0.404282,0.401092,0.367796,0.330732,0.310686,0.287791,0.277708,0.284547,0.276392
0.412976,0.475542,0.600888,0.605526,0.596801,0.573292,0.544395,0.405624,0.402760,0.371119,0.333926,0.312874,0.290206,0.280014,0.287372,0.278972
0.410630,0.470865,0.577378,0.584697,0.578004,0.557307,0.530804,0.406967,0.405891,0.379827,0.345600,0.323856,0.298586,0.286961,0.292999,0.282561
0.400137,0.458936,0.547821,0.557045,0.553036,0.533825,0.509827,0.393432,0.393248,0.370239,0.337545,0.316950,0.292967,0.282195,0.288346,0.278012
0.378133,0.435522,0.519047,0.528393,0.525344,0.506348,0.485473,0.377055,0.377701,0.357597,0.326535,0.306953,0.283853,0.273392,0.279446,0.268773
0.383323,0.439481,0.523112,0.531635,0.527935,0.509525,0.488046,0.381137,0.382499,0.363320,0.333858,0.313950,0.289803,0.278475,0.283770,0.272217
0.383280,0.437940,0.515362,0.526063,0.522956,0.507680,0.487351,0.387558,0.389905,0.374553,0.347515,0.327184,0.302027,0.289242,0.293364,0.280702
0.375876,0.426798,0.493379,0.502756,0.498430,0.480741,0.458819,0.366370,0.368454,0.355053,0.332697,0.316181,0.293333,0.280958,0.285386,0.272884
0.364919,0.411260,0.468101,0.478067,0.473842,0.456885,0.436065,0.347236,0.349182,0.336255,0.316799,0.303250,0.283023,0.271361,0.275873,0.264138
0.357026,0.400080,0.448699,0.457032,0.453226,0.436268,0.416576,0.331669,0.333871,0.323089,0.305197,0.292771,0.273766,0.262496,0.267176,0.255499
0.361181,0.400700,0.432135,0.435920,0.431653,0.414018,0.393883,0.314127,0.316356,0.307260,0.291058,0.280847,0.263148,0.251808,0.256257,0.244599
0.367358,0.404096,0.422745,0.421267,0.416554,0.397681,0.378669,0.300894,0.303680,0.295578,0.279240,0.268915,0.251440,0.240695,0.244988,0.233057
0.362731,0.399125,0.418513,0.415560,0.409978,0.389653,0.370580,0.294698,0.297907,0.290912,0.275155,0.264813,0.247085,0.236388,0.240285,0.228259
0.360159,0.396491,0.414125,0.411895,0.406165,0.386032,0.366747,0.291828,0.295169,0.289054,0.274150,0.264107,0.246435,0.235844,0.239406,0.227307
0.361934,0.399120,0.421475,0.420774,0.414625,0.393603,0.373961,0.299650,0.303588,0.298597,0.284584,0.274747,0.256850,0.246351,0.250114,0.238029
0.344965,0.382363,0.396519,0.393753,0.387481,0.368503,0.350793,0.281962,0.286264,0.281853,0.268549,0.260189,0.243540,0.233142,0.237164,0.226059
