0.556529,0.734035,0.797084,0.811459,0.412627,0.380976,0.383300,0.401261,0.419706,0.439678,0.466306,0.500322,0.529022,0.561832,0.590669,0.602146,0.604475,0.591330,0.599433,0.608789,0.635174,0.668379,0.504882,0.387816,0.405936,0.382221,0.292075,0.305229,0.309210,0.301705,0.304404,0.296798,0.303113,0.306225,0.304591,0.300969,0.294017,0.296874,0.293594,0.295724,0.297293,0.296085,0.297961,0.297419,0.300725,0.304258,0.309825,0.313902,0.324529,0.339779,0.349845,0.349874,0.355349,0.352127,0.351988,0.353199,0.347065,0.341060,0.342620,0.349601,0.350334,0.350685,0.341982,0.336210,0.327975,0.324189,0.322593,0.313376,0.309442,0.304186,0.296495,0.291395,0.284546,0.278778,0.271480,0.267149,0.244517,0.218125,0.205644,0.196541
0.571599,0.798011,0.871325,0.913423,0.461521,0.419611,0.418649,0.438122,0.458008,0.479688,0.506625,0.541464,0.566969,0.600681,0.625313,0.637997,0.641052,0.621380,0.632206,0.644516,0.675949,0.724389,0.544315,0.412993,0.430633,0.405119,0.304425,0.317973,0.321097,0.309840,0.314280,0.306298,0.312896,0.315900,0.313608,0.309673,0.302001,0.305395,0.302310,0.304605,0.306881,0.305847,0.307658,0.307140,0.310941,0.315539,0.321175,0.326437,0.339529,0.358970,0.372265,0.373722,0.380275,0.377437,0.379681,0.380601,0.372209,0.365066,0.365885,0.370008,0.369516,0.369979,0.360898,0.355130,0.346560,0.342202,0.340441,0.330521,0.325244,0.319480,0.311842,0.306338,0.298554,0.292510,0.284272,0.278960,0.255136,0.227754,0.214736,0.205988
0.525423,0.757400,0.808925,0.861876,0.449145,0.389279,0.382265,0.399837,0.417242,0.436018,0.456683,0.487295,0.504109,0.532229,0.549150,0.559664,0.561683,0.535954,0.546867,0.560156,0.588256,0.641867,0.473066,0.343917,0.357133,0.336334,0.242329,0.256773,0.258245,0.243520,0.248616,0.241758,0.247465,0.250903,0.248836,0.245452,0.238984,0.242198,0.239333,0.242027,0.245184,0.244246,0.245807,0.244984,0.248841,0.253981,0.258389,0.263367,0.276349,0.297292,0.311387,0.313398,0.319418,0.316954,0.321263,0.321927,0.312972,0.306181,0.306492,0.306848,0.304494,0.305243,0.296764,0.292411,0.285369,0.281453,0.280232,0.271626,0.266888,0.261920,0.256391,0.252683,0.245186,0.239869,0.232032,0.226380,0.206422,0.184134,0.172567,0.171923
0.499278,0.711851,0.782073,0.827310,0.447902,0.399155,0.397569,0.414456,0.434697,0.455299,0.481647,0.514868,0.542557,0.569786,0.589148,0.598032,0.600139,0.574249,0.582523,0.594800,0.624175,0.668543,0.504598,0.382439,0.394594,0.374975,0.282158,0.294955,0.296634,0.281571,0.284768,0.277566,0.282657,0.285839,0.283753,0.280208,0.273048,0.277672,0.274417,0.276939,0.279715,0.278496,0.280165,0.279835,0.283332,0.288034,0.293329,0.298832,0.311670,0.330548,0.344199,0.345975,0.351807,0.349792,0.353955,0.353638,0.344283,0.337340,0.336788,0.336964,0.334007,0.333772,0.324944,0.319640,0.312221,0.308252,0.306415,0.297319,0.292716,0.287674,0.281146,0.276800,0.269170,0.263773,0.255786,0.250136,0.228689,0.205539,0.195534,0.190827
0.502298,0.708261,0.782152,0.824778,0.455637,0.410791,0.410342,0.427156,0.447780,0.468824,0.496853,0.530934,0.561162,0.588829,0.609531,0.618526,0.620933,0.596518,0.604399,0.616281,0.645916,0.688040,0.524179,0.402238,0.414168,0.394067,0.301483,0.314024,0.316163,0.301552,0.304307,0.297011,0.302051,0.304938,0.302866,0.299055,0.291435,0.295785,0.292459,0.294831,0.297517,0.296283,0.297843,0.297532,0.300682,0.305296,0.310880,0.316407,0.328932,0.346826,0.359727,0.361062,0.366894,0.364667,0.368280,0.367844,0.358424,0.351408,0.350714,0.351378,0.348503,0.348316,0.339534,0.333874,0.326057,0.322036,0.319995,0.310660,0.306005,0.300795,0.293791,0.288991,0.281313,0.275702,0.267700,0.262159,0.239919,0.215967,0.205320,0.198442
0.515597,0.732322,0.804604,0.843224,0.458427,0.412519,0.411549,0.428917,0.449679,0.471137,0.498889,0.533289,0.562682,0.591338,0.611649,0.621386,0.623603,0.598183,0.607173,0.619857,0.650348,0.695529,0.527290,0.402405,0.415273,0.394509,0.299542,0.312325,0.314119,0.299143,0.302317,0.294793,0.299981,0.302835,0.300719,0.296869,0.289265,0.293760,0.290521,0.292911,0.295666,0.294432,0.296122,0.295834,0.299306,0.304101,0.309590,0.315360,0.328251,0.347188,0.360725,0.362320,0.368412,0.366221,0.370372,0.369892,0.360158,0.353009,0.352419,0.352774,0.349684,0.349492,0.340472,0.334785,0.326951,0.322848,0.320866,0.311403,0.306456,0.301140,0.294169,0.289381,0.281565,0.275899,0.267761,0.261988,0.239440,0.215116,0.204619,0.198449
0.519026,0.730786,0.806945,0.843750,0.486874,0.445014,0.444995,0.462237,0.482575,0.504200,0.532328,0.566963,0.596994,0.626210,0.647455,0.659013,0.661808,0.637250,0.646733,0.659056,0.689381,0.731397,0.570296,0.445305,0.457846,0.435785,0.341281,0.353821,0.355691,0.339919,0.342895,0.335613,0.340803,0.343499,0.341102,0.336955,0.328808,0.332897,0.329462,0.331713,0.334428,0.333125,0.334625,0.334223,0.337401,0.342080,0.347338,0.353048,0.365447,0.383481,0.396130,0.397076,0.402640,0.399879,0.403025,0.401830,0.390775,0.383149,0.381996,0.382419,0.379530,0.379481,0.370337,0.364141,0.355867,0.351694,0.349391,0.339553,0.334322,0.328683,0.320944,0.315359,0.307234,0.301123,0.292755,0.287189,0.263376,0.237585,0.226141,0.216276
0.471596,0.657860,0.731192,0.771251,0.617465,0.594806,0.597181,0.611407,0.627688,0.644381,0.667179,0.694645,0.718223,0.737154,0.751815,0.765754,0.769067,0.750312,0.759233,0.767457,0.782484,0.794580,0.698838,0.608271,0.607205,0.588873,0.518852,0.528795,0.532206,0.516562,0.519802,0.514035,0.518708,0.518450,0.515535,0.510893,0.501642,0.502848,0.498661,0.499172,0.500518,0.498776,0.498792,0.497707,0.499496,0.502275,0.504212,0.509377,0.517425,0.528704,0.534728,0.532307,0.529800,0.525011,0.523977,0.516637,0.499637,0.490160,0.484383,0.480678,0.475656,0.476359,0.468834,0.462876,0.455257,0.450225,0.445703,0.436033,0.430232,0.424036,0.414890,0.406784,0.397439,0.389680,0.381286,0.377860,0.353147,0.328305,0.315425,0.292939
0.346971,0.474358,0.529300,0.558865,0.858547,0.860088,0.862924,0.869125,0.875113,0.880609,0.887214,0.893453,0.896548,0.891493,0.883923,0.882258,0.875746,0.863381,0.861172,0.858760,0.839922,0.786900,0.858459,0.849329,0.789368,0.780108,0.800559,0.804062,0.803043,0.784997,0.786392,0.789207,0.790447,0.786845,0.782452,0.777838,0.768660,0.762857,0.758266,0.755361,0.754364,0.751163,0.747790,0.744606,0.741012,0.740060,0.732937,0.735548,0.730322,0.726920,0.718854,0.710079,0.690214,0.676891,0.667520,0.644142,0.611924,0.597759,0.584536,0.571891,0.562665,0.563446,0.560727,0.554311,0.549019,0.544650,0.538371,0.530733,0.525212,0.518708,0.508808,0.497791,0.487354,0.478119,0.470353,0.470924,0.449187,0.429073,0.419825,0.383472
0.340509,0.465423,0.517492,0.545971,0.858740,0.860462,0.862329,0.868038,0.873378,0.878161,0.883590,0.888878,0.890593,0.884286,0.875359,0.873005,0.866435,0.854602,0.852616,0.850247,0.830308,0.776019,0.853935,0.848067,0.787323,0.779185,0.801997,0.805236,0.803951,0.786309,0.788273,0.791216,0.792285,0.788380,0.784339,0.779986,0.771227,0.765677,0.760806,0.758021,0.757037,0.754091,0.750728,0.747520,0.743802,0.742796,0.735576,0.737820,0.732439,0.728930,0.720326,0.711381,0.690829,0.677502,0.667744,0.644138,0.611620,0.597272,0.583642,0.570480,0.560994,0.561712,0.559351,0.553457,0.548405,0.544192,0.538049,0.530595,0.525249,0.518995,0.509462,0.498594,0.488198,0.478948,0.471144,0.471707,0.450655,0.431228,0.422206,0.385895
