0.570765,0.509925,0.560640,0.498064,0.352231,0.270340,0.242281,0.198115,0.141572,0.146425,0.144229,0.135957,0.152580,0.245427,0.239270,0.290138,0.305993,0.287889,0.275927,0.263953,0.253274,0.242291,0.246867,0.247466,0.239447,0.250021
0.705203,0.638862,0.689194,0.599119,0.426796,0.330759,0.298260,0.233864,0.222831,0.242559,0.214766,0.185615,0.207636,0.310215,0.311821,0.384489,0.409874,0.395064,0.378449,0.366002,0.352424,0.336201,0.342892,0.341369,0.331071,0.333846
0.777504,0.703965,0.748071,0.647664,0.464059,0.369211,0.344638,0.249056,0.259691,0.280295,0.258913,0.215202,0.246512,0.360063,0.366261,0.450070,0.478831,0.463398,0.446742,0.433265,0.419071,0.401395,0.408741,0.406190,0.394108,0.395838
0.618703,0.578475,0.591451,0.557238,0.430124,0.377766,0.409737,0.268031,0.335301,0.354660,0.332784,0.288857,0.338611,0.475062,0.491304,0.582283,0.586286,0.579374,0.551740,0.529041,0.506659,0.484840,0.489072,0.486055,0.467345,0.477193
0.503215,0.475567,0.470359,0.460706,0.375276,0.341797,0.436611,0.282158,0.365223,0.383501,0.367192,0.322549,0.384735,0.538361,0.561339,0.657504,0.641234,0.635672,0.598262,0.571683,0.542220,0.515415,0.515722,0.511617,0.489420,0.500555
0.507372,0.473204,0.472539,0.447119,0.369112,0.332120,0.426354,0.287317,0.363890,0.378463,0.376993,0.333866,0.394096,0.550399,0.577968,0.673533,0.652671,0.645899,0.609183,0.581941,0.553083,0.528664,0.529510,0.527196,0.504857,0.515282
0.491841,0.464921,0.460441,0.432804,0.364459,0.323210,0.421370,0.293952,0.375716,0.400825,0.390049,0.345253,0.401451,0.560285,0.587308,0.691214,0.670958,0.663851,0.625818,0.598618,0.568715,0.542993,0.545297,0.541756,0.518266,0.528423
0.454812,0.434670,0.429332,0.409560,0.345568,0.302434,0.408390,0.286261,0.365948,0.393588,0.394292,0.347928,0.410432,0.576769,0.603792,0.707874,0.679578,0.673399,0.633809,0.604981,0.572298,0.543586,0.543694,0.539450,0.514918,0.527901
0.439156,0.423966,0.415444,0.399862,0.341592,0.300292,0.397643,0.281999,0.359514,0.396739,0.395066,0.350442,0.413638,0.582143,0.608818,0.714948,0.689202,0.685783,0.646114,0.616735,0.583452,0.552990,0.551683,0.546575,0.521016,0.535497
0.436537,0.427089,0.418902,0.400027,0.339408,0.291128,0.386195,0.282507,0.372220,0.411438,0.409239,0.358937,0.430139,0.583362,0.613932,0.722232,0.696370,0.692953,0.659146,0.631631,0.598539,0.566700,0.563973,0.555474,0.525689,0.534464
0.417831,0.406686,0.401302,0.387724,0.330027,0.278914,0.372278,0.266705,0.361679,0.408094,0.406713,0.358187,0.430466,0.583924,0.615182,0.719441,0.694191,0.690797,0.659203,0.632006,0.599523,0.567756,0.564890,0.555993,0.525833,0.535882
0.428113,0.412162,0.410731,0.392125,0.332655,0.281736,0.376030,0.274452,0.366612,0.414702,0.407079,0.360177,0.431257,0.580371,0.610387,0.714127,0.691200,0.687686,0.657251,0.631413,0.600595,0.570133,0.569018,0.561862,0.533314,0.543839
0.389360,0.380136,0.376102,0.366010,0.310663,0.268114,0.370407,0.261949,0.358290,0.404258,0.395324,0.356250,0.430500,0.580234,0.607300,0.706587,0.681012,0.678289,0.646883,0.620030,0.587728,0.557193,0.554190,0.546497,0.518295,0.529706
0.383110,0.370116,0.364613,0.363568,0.312798,0.259989,0.364798,0.254534,0.353956,0.406838,0.397151,0.358802,0.429626,0.586138,0.613304,0.716727,0.694453,0.688868,0.657638,0.630275,0.598743,0.568046,0.565817,0.558139,0.530178,0.540759
0.382857,0.365909,0.361763,0.358832,0.306952,0.253412,0.360358,0.254972,0.362703,0.404563,0.394413,0.354786,0.432024,0.583444,0.621260,0.723303,0.698844,0.693970,0.664644,0.638713,0.607510,0.576954,0.574924,0.567609,0.539213,0.548468
0.362296,0.345545,0.337536,0.342852,0.297977,0.240503,0.350217,0.245211,0.350855,0.400189,0.391502,0.354789,0.435132,0.590065,0.627991,0.729768,0.705849,0.701305,0.672919,0.646487,0.615706,0.584144,0.580682,0.572342,0.543827,0.553511
0.346410,0.330087,0.322393,0.330846,0.287174,0.226365,0.341939,0.228163,0.346492,0.405243,0.396292,0.355752,0.433941,0.582362,0.617378,0.717728,0.699253,0.697176,0.674336,0.650845,0.621911,0.590843,0.586913,0.577146,0.548282,0.553589
0.323840,0.307629,0.299508,0.310897,0.268681,0.211299,0.328559,0.213694,0.344632,0.406385,0.398254,0.354985,0.433889,0.569656,0.606784,0.700415,0.682796,0.683294,0.664743,0.643936,0.616676,0.586349,0.581463,0.570595,0.541038,0.542505
0.302235,0.286830,0.280018,0.293147,0.250412,0.197940,0.313183,0.192475,0.325983,0.395222,0.393165,0.349244,0.427699,0.554696,0.588769,0.675322,0.658653,0.661918,0.646883,0.628298,0.602162,0.572475,0.566667,0.555318,0.525415,0.524932
0.278574,0.264325,0.257307,0.273078,0.230542,0.179837,0.298396,0.171634,0.320502,0.392879,0.390477,0.342575,0.418154,0.531328,0.561895,0.642310,0.630082,0.635313,0.625151,0.610309,0.586358,0.557932,0.551705,0.538971,0.509155,0.503930
0.261989,0.246965,0.240339,0.256633,0.213373,0.166330,0.283644,0.154654,0.308140,0.377567,0.377455,0.327744,0.403828,0.503879,0.533370,0.606986,0.598275,0.605852,0.599832,0.588118,0.566201,0.539261,0.532440,0.519359,0.490278,0.482533
0.252911,0.236474,0.230132,0.246810,0.204326,0.159328,0.271466,0.153449,0.309879,0.372318,0.369867,0.320596,0.398427,0.490239,0.526604,0.595638,0.585870,0.594678,0.590090,0.579748,0.559087,0.533422,0.526504,0.514407,0.486139,0.478022
0.251455,0.234388,0.228861,0.245912,0.202822,0.157006,0.263690,0.148177,0.302988,0.371455,0.368717,0.319019,0.394358,0.483392,0.518290,0.586522,0.578952,0.587800,0.585473,0.576272,0.557009,0.532150,0.525276,0.512951,0.485056,0.475572
0.249115,0.231645,0.227655,0.244217,0.202929,0.154816,0.259870,0.146282,0.299255,0.371410,0.367112,0.318413,0.392308,0.479178,0.512718,0.579421,0.571874,0.581434,0.579935,0.571111,0.552320,0.527795,0.521224,0.508995,0.481128,0.471524
0.244189,0.226304,0.222652,0.238624,0.198434,0.151322,0.253982,0.141944,0.293759,0.363472,0.360253,0.311361,0.385209,0.469320,0.503052,0.568404,0.562585,0.571773,0.571514,0.563563,0.545941,0.522320,0.515891,0.504050,0.476850,0.466532
0.242592,0.224563,0.221541,0.237272,0.196838,0.149506,0.251353,0.139231,0.290884,0.362410,0.359805,0.310185,0.382137,0.465384,0.498082,0.562893,0.558419,0.568038,0.568660,0.561204,0.544146,0.520897,0.514538,0.502716,0.475602,0.464566
0.231606,0.212821,0.211620,0.226597,0.185599,0.140765,0.242709,0.129833,0.281646,0.352162,0.346096,0.298315,0.368487,0.446007,0.475935,0.537949,0.534759,0.544498,0.546454,0.540470,0.524411,0.502194,0.495947,0.484009,0.457835,0.446398
0.224735,0.205599,0.204285,0.219528,0.179168,0.136243,0.235200,0.123836,0.275674,0.345041,0.337544,0.289422,0.359411,0.432996,0.462851,0.523609,0.521238,0.531621,0.534759,0.529851,0.514555,0.493018,0.486611,0.474741,0.449029,0.436731
0.215930,0.196621,0.195977,0.211541,0.172027,0.130236,0.228699,0.117842,0.269657,0.337822,0.329503,0.282098,0.353371,0.422053,0.451241,0.510411,0.507377,0.518281,0.521906,0.517539,0.502370,0.481264,0.474715,0.462616,0.437189,0.424897
