0.695943,0.757357,0.583204,0.569905,0.331957,0.331969,0.331970,0.329999,0.330239,0.330353,0.330362,0.330375,0.330383,0.334870,0.334900,0.334918,0.335218,0.335231,0.335259,0.335760,0.335789,0.335808,0.335852,0.336986,0.336980,0.337814,0.337846,0.339981,0.342029,0.231419,0.237932,0.141062
0.704769,0.772933,0.576346,0.560039,0.376045,0.376054,0.376058,0.374376,0.374624,0.374729,0.374737,0.374746,0.374757,0.379121,0.379159,0.379176,0.379459,0.379469,0.379504,0.380060,0.380090,0.380104,0.380151,0.381215,0.381214,0.382017,0.382044,0.384223,0.386328,0.222696,0.237885,0.157004
0.682102,0.745759,0.537535,0.519472,0.377377,0.377387,0.377389,0.375959,0.376202,0.376295,0.376303,0.376310,0.376320,0.380373,0.380407,0.380424,0.380682,0.380686,0.380722,0.381258,0.381289,0.381300,0.381347,0.382327,0.382320,0.383048,0.383077,0.385228,0.387357,0.214517,0.238531,0.156633
0.662735,0.724119,0.510286,0.489575,0.393592,0.393599,0.393595,0.392613,0.392855,0.392941,0.392951,0.392955,0.392968,0.396660,0.396693,0.396715,0.396971,0.396977,0.397016,0.397580,0.397606,0.397623,0.397665,0.398640,0.398635,0.399356,0.399388,0.401537,0.403649,0.201876,0.235239,0.164426
0.664124,0.714121,0.501798,0.479805,0.388527,0.388539,0.388534,0.387797,0.388041,0.388128,0.388139,0.388146,0.388157,0.391537,0.391569,0.391592,0.391854,0.391862,0.391896,0.392450,0.392479,0.392496,0.392537,0.393527,0.393524,0.394253,0.394284,0.396515,0.398714,0.205616,0.250186,0.172196
0.641556,0.688365,0.473935,0.451566,0.373629,0.373634,0.373632,0.373117,0.373348,0.373436,0.373446,0.373456,0.373466,0.376714,0.376751,0.376764,0.377014,0.377019,0.377056,0.377583,0.377606,0.377621,0.377663,0.378592,0.378583,0.379275,0.379310,0.381519,0.383733,0.205876,0.252980,0.168620
0.621396,0.662383,0.451540,0.429296,0.354202,0.354206,0.354206,0.353690,0.353917,0.354007,0.354018,0.354028,0.354034,0.356977,0.357014,0.357031,0.357278,0.357292,0.357325,0.357835,0.357862,0.357875,0.357919,0.358868,0.358872,0.359566,0.359601,0.361869,0.364162,0.205013,0.267181,0.178420
0.567100,0.594928,0.397375,0.374635,0.304866,0.304872,0.304870,0.304099,0.304314,0.304409,0.304416,0.304427,0.304436,0.306711,0.306746,0.306765,0.307011,0.307018,0.307056,0.307510,0.307536,0.307550,0.307590,0.308540,0.308540,0.309224,0.309259,0.311516,0.313749,0.187688,0.268763,0.182813
0.581550,0.610757,0.410503,0.387647,0.315946,0.315944,0.315946,0.315103,0.315329,0.315422,0.315431,0.315443,0.315455,0.317835,0.317874,0.317894,0.318133,0.318143,0.318177,0.318662,0.318681,0.318697,0.318739,0.319676,0.319674,0.320355,0.320386,0.322635,0.324888,0.186379,0.266883,0.188239
0.565870,0.591224,0.407382,0.384756,0.300321,0.300324,0.300324,0.299500,0.299733,0.299825,0.299835,0.299838,0.299852,0.302251,0.302287,0.302305,0.302551,0.302555,0.302589,0.303063,0.303083,0.303098,0.303147,0.304076,0.304069,0.304756,0.304785,0.306987,0.309289,0.178320,0.262640,0.189801
0.559562,0.587195,0.405936,0.383997,0.297781,0.297782,0.297777,0.297047,0.297272,0.297360,0.297368,0.297381,0.297387,0.299763,0.299796,0.299816,0.300050,0.300054,0.300090,0.300549,0.300571,0.300587,0.300630,0.301534,0.301536,0.302192,0.302225,0.304395,0.306697,0.174894,0.258017,0.190368
0.573867,0.601960,0.419814,0.397948,0.305943,0.305947,0.305945,0.305287,0.305516,0.305612,0.305615,0.305631,0.305640,0.308046,0.308079,0.308100,0.308348,0.308357,0.308392,0.308877,0.308905,0.308916,0.308958,0.309905,0.309905,0.310587,0.310616,0.312832,0.315145,0.176448,0.259867,0.194269
0.573472,0.596729,0.415113,0.392449,0.306781,0.306782,0.306785,0.306242,0.306476,0.306570,0.306581,0.306595,0.306598,0.308942,0.308976,0.308999,0.309249,0.309264,0.309296,0.309789,0.309815,0.309831,0.309875,0.310842,0.310844,0.311537,0.311569,0.313877,0.316260,0.181149,0.272798,0.200680
0.544198,0.547916,0.384133,0.361582,0.273561,0.273564,0.273565,0.273079,0.273305,0.273392,0.273402,0.273423,0.273425,0.275525,0.275561,0.275584,0.275824,0.275824,0.275867,0.276331,0.276351,0.276363,0.276412,0.277362,0.277365,0.278030,0.278061,0.280422,0.282839,0.183285,0.288629,0.211343
0.534985,0.535824,0.376572,0.354456,0.266524,0.266532,0.266527,0.266140,0.266361,0.266450,0.266465,0.266477,0.266487,0.268452,0.268487,0.268504,0.268758,0.268759,0.268798,0.269273,0.269300,0.269314,0.269359,0.270344,0.270344,0.271037,0.271064,0.273446,0.275886,0.181657,0.288989,0.214244
0.505277,0.502139,0.353254,0.331766,0.245451,0.245453,0.245451,0.245024,0.245229,0.245323,0.245333,0.245345,0.245356,0.247081,0.247119,0.247141,0.247377,0.247384,0.247416,0.247842,0.247860,0.247881,0.247925,0.248863,0.248861,0.249531,0.249559,0.251941,0.254399,0.178182,0.292845,0.214681
0.505189,0.501615,0.354316,0.332927,0.247347,0.247352,0.247353,0.246930,0.247131,0.247221,0.247237,0.247251,0.247257,0.248962,0.249003,0.249022,0.249254,0.249267,0.249300,0.249732,0.249757,0.249772,0.249816,0.250756,0.250752,0.251431,0.251456,0.253884,0.256350,0.183277,0.297516,0.218812
0.505422,0.499687,0.351443,0.329511,0.247818,0.247823,0.247824,0.247473,0.247671,0.247772,0.247776,0.247788,0.247793,0.249398,0.249443,0.249461,0.249706,0.249716,0.249749,0.250185,0.250207,0.250225,0.250272,0.251219,0.251221,0.251917,0.251942,0.254382,0.256844,0.185643,0.298809,0.221015
0.499750,0.495008,0.343437,0.321562,0.241429,0.241433,0.241437,0.240943,0.241145,0.241232,0.241245,0.241259,0.241264,0.242869,0.242910,0.242930,0.243170,0.243173,0.243215,0.243647,0.243677,0.243691,0.243737,0.244665,0.244667,0.245341,0.245365,0.247809,0.250263,0.182399,0.298800,0.224327
0.489244,0.484537,0.338895,0.317792,0.234707,0.234708,0.234705,0.234249,0.234436,0.234531,0.234543,0.234557,0.234561,0.236133,0.236169,0.236189,0.236428,0.236438,0.236468,0.236911,0.236935,0.236951,0.236995,0.237905,0.237912,0.238575,0.238598,0.240989,0.243407,0.177564,0.290158,0.216112
0.488263,0.485457,0.341591,0.320174,0.237618,0.237619,0.237616,0.237236,0.237430,0.237509,0.237525,0.237539,0.237543,0.239269,0.239306,0.239326,0.239559,0.239559,0.239600,0.240035,0.240059,0.240075,0.240127,0.241000,0.240998,0.241642,0.241671,0.244068,0.246514,0.181268,0.293737,0.216697
0.489701,0.487135,0.342413,0.321390,0.242934,0.242942,0.242939,0.242515,0.242713,0.242803,0.242815,0.242820,0.242828,0.244504,0.244532,0.244553,0.244783,0.244796,0.244828,0.245275,0.245296,0.245313,0.245359,0.246227,0.246219,0.246860,0.246887,0.249277,0.251761,0.176820,0.288316,0.216524
0.461066,0.453378,0.317972,0.296623,0.223501,0.223504,0.223505,0.223055,0.223247,0.223329,0.223344,0.223357,0.223358,0.224832,0.224864,0.224886,0.225103,0.225111,0.225140,0.225554,0.225573,0.225594,0.225640,0.226464,0.226455,0.227059,0.227090,0.229445,0.231873,0.168187,0.290372,0.224049
0.445272,0.433192,0.305693,0.283992,0.207705,0.207716,0.207719,0.207141,0.207324,0.207414,0.207422,0.207433,0.207443,0.208794,0.208833,0.208856,0.209058,0.209070,0.209099,0.209490,0.209507,0.209526,0.209568,0.210347,0.210354,0.210912,0.210935,0.213272,0.215652,0.164147,0.291986,0.229509
0.438173,0.424906,0.294366,0.272678,0.201787,0.201791,0.201790,0.201137,0.201321,0.201407,0.201418,0.201433,0.201432,0.202706,0.202737,0.202760,0.202958,0.202969,0.202997,0.203379,0.203401,0.203412,0.203464,0.204201,0.204208,0.204742,0.204771,0.207096,0.209451,0.164335,0.296528,0.234598
0.426846,0.412601,0.284358,0.262765,0.195317,0.195328,0.195323,0.194656,0.194840,0.194914,0.194924,0.194935,0.194941,0.196159,0.196193,0.196218,0.196406,0.196414,0.196444,0.196810,0.196822,0.196843,0.196886,0.197589,0.197592,0.198098,0.198127,0.200412,0.202716,0.158890,0.291422,0.229581
0.405709,0.391255,0.271069,0.250464,0.184544,0.184551,0.184553,0.183949,0.184126,0.184200,0.184210,0.184220,0.184225,0.185402,0.185440,0.185464,0.185634,0.185651,0.185677,0.186028,0.186045,0.186061,0.186103,0.186773,0.186772,0.187254,0.187282,0.189508,0.191788,0.154197,0.285747,0.226022
0.390445,0.376614,0.260997,0.241071,0.176711,0.176721,0.176716,0.176236,0.176404,0.176471,0.176480,0.176496,0.176501,0.177645,0.177679,0.177703,0.177880,0.177880,0.177915,0.178256,0.178272,0.178287,0.178327,0.178986,0.178985,0.179458,0.179488,0.181695,0.183975,0.152392,0.282984,0.222723
0.363713,0.349954,0.242288,0.223484,0.162557,0.162567,0.162565,0.162054,0.162217,0.162283,0.162288,0.162300,0.162304,0.163301,0.163333,0.163351,0.163515,0.163522,0.163551,0.163865,0.163886,0.163896,0.163940,0.164553,0.164548,0.164989,0.165018,0.167165,0.169379,0.148210,0.277838,0.219280
0.341234,0.328483,0.227090,0.209321,0.154148,0.154148,0.154153,0.153695,0.153842,0.153901,0.153909,0.153920,0.153927,0.154929,0.154963,0.154980,0.155139,0.155138,0.155166,0.155475,0.155498,0.155514,0.155543,0.156118,0.156123,0.156537,0.156558,0.158619,0.160769,0.141398,0.265888,0.209295
0.332582,0.320076,0.221256,0.203808,0.151237,0.151246,0.151241,0.150887,0.151041,0.151106,0.151114,0.151118,0.151129,0.152116,0.152146,0.152160,0.152316,0.152319,0.152346,0.152656,0.152672,0.152687,0.152719,0.153300,0.153292,0.153705,0.153729,0.155782,0.157899,0.141143,0.263901,0.207854
0.326355,0.316686,0.218119,0.201247,0.154179,0.154192,0.154183,0.153835,0.153989,0.154043,0.154051,0.154059,0.154066,0.155089,0.155120,0.155143,0.155297,0.155303,0.155327,0.155632,0.155648,0.155658,0.155697,0.156266,0.156267,0.156677,0.156701,0.158750,0.160864,0.141278,0.260425,0.206739
