0.442177,0.147702,0.145760,0.422707,0.432945,0.444424,0.450675,0.452004,0.437579,0.409456,0.407650,0.402219,0.401572,0.399678,0.397883,0.397509,0.398049,0.403600,0.453288,0.456128,0.460881,0.462025,0.463431,0.475162,0.483764,0.431747,0.375546,0.375517,0.362418,0.331708,0.302371,0.211337
0.865117,0.432718,0.428872,0.344837,0.355040,0.365283,0.371522,0.383428,0.353225,0.306284,0.298661,0.287112,0.286555,0.282426,0.280845,0.281364,0.283679,0.291395,0.361746,0.365613,0.368795,0.364244,0.363794,0.359488,0.338958,0.329765,0.315432,0.357841,0.324828,0.269490,0.232653,0.155209
0.856838,0.440301,0.436536,0.310627,0.319860,0.329347,0.335100,0.348386,0.318048,0.269798,0.261737,0.249442,0.248781,0.244665,0.243143,0.243568,0.245834,0.253428,0.322370,0.325783,0.328303,0.322811,0.321752,0.316898,0.295524,0.294000,0.285009,0.328364,0.296569,0.242041,0.205785,0.137817
0.834130,0.426273,0.422686,0.297437,0.306248,0.314925,0.320497,0.333507,0.304126,0.257323,0.249232,0.236979,0.236317,0.232474,0.231209,0.231597,0.233809,0.241210,0.307659,0.310814,0.313568,0.308260,0.307112,0.302305,0.280084,0.280230,0.273836,0.314115,0.283592,0.234211,0.199177,0.133756
0.827737,0.414017,0.410481,0.310854,0.320133,0.329583,0.335440,0.348297,0.318704,0.271029,0.263007,0.250758,0.250080,0.246337,0.244983,0.245343,0.247510,0.255102,0.323189,0.326473,0.329451,0.324296,0.323132,0.319735,0.304127,0.302717,0.293002,0.329703,0.299145,0.249551,0.213387,0.145841
0.824470,0.405996,0.402477,0.326216,0.335971,0.346306,0.352331,0.365194,0.335184,0.285771,0.277766,0.265367,0.264647,0.260928,0.259457,0.259788,0.261905,0.269721,0.340259,0.343901,0.346996,0.341771,0.340661,0.338495,0.330009,0.327758,0.314335,0.348120,0.317024,0.265740,0.227712,0.157816
0.816516,0.395547,0.392095,0.334615,0.344618,0.355315,0.361411,0.373909,0.343992,0.294340,0.286428,0.274104,0.273370,0.269697,0.268199,0.268491,0.270529,0.278398,0.349588,0.353441,0.356625,0.351603,0.350558,0.349449,0.346470,0.343375,0.327731,0.357669,0.326421,0.275371,0.236339,0.165190
0.801063,0.376804,0.373451,0.354207,0.365181,0.377402,0.383631,0.395533,0.366184,0.316401,0.308807,0.296938,0.296176,0.292499,0.290725,0.290975,0.292846,0.300845,0.373128,0.377732,0.381180,0.376554,0.375671,0.378890,0.400869,0.400758,0.380677,0.400297,0.366793,0.312471,0.268689,0.194647
0.779154,0.357652,0.354387,0.369590,0.381231,0.394602,0.401022,0.412386,0.383742,0.333688,0.326540,0.315105,0.314313,0.310767,0.308762,0.308983,0.310676,0.318716,0.391564,0.396577,0.400333,0.396240,0.395632,0.402842,0.445855,0.447246,0.424014,0.434813,0.399020,0.341110,0.292914,0.216035
0.741095,0.327567,0.324470,0.375002,0.387442,0.401746,0.408350,0.418778,0.391536,0.343041,0.336388,0.325540,0.324780,0.321510,0.319418,0.319574,0.321141,0.329106,0.400604,0.405961,0.410015,0.406493,0.405983,0.415844,0.476225,0.480345,0.453417,0.454825,0.419549,0.362485,0.311796,0.234552
