0.573936,0.272610,0.402409,0.420988,0.513061,0.507162,0.507424,0.494077,0.488602,0.443637,0.400812,0.363230,0.393305,0.345365,0.349889,0.343100,0.334756,0.282270,0.265033,0.208833,0.218907,0.189427,0.182121,0.172527
0.634513,0.373246,0.531286,0.597216,0.696500,0.695541,0.690764,0.668202,0.663542,0.594332,0.536056,0.482052,0.520418,0.461848,0.465440,0.455423,0.448173,0.380201,0.354503,0.285648,0.295177,0.260853,0.246648,0.239399
0.679559,0.390180,0.564271,0.639091,0.756570,0.755087,0.753360,0.730041,0.727915,0.655286,0.592085,0.536285,0.580148,0.514183,0.515968,0.505100,0.497048,0.425329,0.396986,0.321863,0.330513,0.292600,0.278298,0.269766
0.493144,0.322379,0.464787,0.543352,0.663817,0.686604,0.710993,0.699047,0.764922,0.751786,0.725361,0.679831,0.706668,0.651699,0.639138,0.625791,0.605297,0.522119,0.480577,0.395323,0.401145,0.352865,0.331847,0.315468
0.373087,0.263589,0.373988,0.437805,0.556246,0.590729,0.638639,0.639778,0.754225,0.781282,0.789153,0.757806,0.773868,0.730409,0.710931,0.696296,0.665096,0.574641,0.519535,0.429334,0.432017,0.377834,0.353552,0.331675
0.382606,0.263753,0.374649,0.438673,0.563188,0.598787,0.647065,0.653218,0.771530,0.801920,0.812472,0.777879,0.795973,0.753305,0.735231,0.720506,0.686626,0.590574,0.534498,0.438962,0.443375,0.383915,0.361343,0.338381
0.369986,0.256428,0.362860,0.420186,0.550219,0.587857,0.636518,0.648327,0.773180,0.813149,0.824877,0.795242,0.815236,0.777127,0.759343,0.744118,0.703907,0.605024,0.540078,0.442900,0.448005,0.389156,0.366926,0.344247
0.335268,0.236979,0.333781,0.383798,0.514216,0.551800,0.610219,0.623832,0.760574,0.817390,0.839453,0.820130,0.840982,0.806773,0.788136,0.771522,0.727379,0.623388,0.551946,0.453361,0.458341,0.398848,0.376790,0.350511
0.320900,0.229260,0.318982,0.366646,0.494568,0.533751,0.595457,0.612751,0.751056,0.817264,0.842810,0.831171,0.853631,0.822847,0.804026,0.787623,0.743425,0.638919,0.563257,0.464693,0.469179,0.410291,0.386884,0.359735
0.321809,0.226555,0.320014,0.363295,0.504045,0.543248,0.601201,0.615349,0.746011,0.807513,0.825853,0.821688,0.846924,0.823212,0.809216,0.796341,0.751098,0.647049,0.566501,0.471092,0.475101,0.420402,0.393827,0.363314
0.304107,0.217197,0.306208,0.350879,0.487563,0.528095,0.589090,0.608236,0.735666,0.804560,0.824181,0.826013,0.850731,0.833831,0.819570,0.807163,0.760189,0.656007,0.573813,0.479272,0.482662,0.425751,0.400499,0.370357
0.316005,0.224123,0.316997,0.366123,0.500322,0.539981,0.600840,0.619974,0.742802,0.807466,0.825617,0.824166,0.851236,0.835594,0.822226,0.811167,0.765631,0.662539,0.581140,0.485698,0.488814,0.430373,0.406640,0.378989
0.278497,0.199994,0.285793,0.331942,0.458573,0.498531,0.566869,0.588249,0.720077,0.795994,0.820840,0.822605,0.849362,0.836571,0.823808,0.813566,0.767502,0.662621,0.579477,0.483339,0.485723,0.425741,0.402613,0.374070
0.275436,0.201776,0.279925,0.323968,0.446049,0.484494,0.548510,0.570445,0.706619,0.785988,0.813455,0.819402,0.844722,0.833567,0.817993,0.808047,0.761494,0.654349,0.569155,0.472350,0.475374,0.416447,0.393938,0.366721
0.274560,0.201223,0.275802,0.319436,0.439148,0.477451,0.542578,0.564509,0.700245,0.776233,0.804849,0.810360,0.838635,0.828589,0.813892,0.808131,0.763917,0.658168,0.572889,0.476657,0.479123,0.420969,0.397651,0.367749
0.252522,0.189518,0.254723,0.297600,0.409769,0.447771,0.512006,0.533271,0.673883,0.757102,0.789161,0.800237,0.824934,0.817410,0.800413,0.793881,0.750946,0.645430,0.560134,0.465031,0.467363,0.410254,0.386357,0.355816
0.236438,0.180949,0.243698,0.286790,0.393369,0.430145,0.494187,0.515465,0.650076,0.731920,0.761132,0.778750,0.797979,0.794100,0.776290,0.772540,0.732199,0.634717,0.552316,0.462384,0.463153,0.408434,0.383095,0.352172
0.212245,0.166727,0.226590,0.271491,0.370269,0.407153,0.473106,0.494114,0.622747,0.702004,0.730996,0.753944,0.767035,0.767394,0.749037,0.749305,0.711944,0.624117,0.546737,0.463900,0.462635,0.409089,0.382712,0.349870
0.191032,0.154253,0.209615,0.254567,0.346538,0.383794,0.452118,0.473208,0.593758,0.672770,0.700654,0.729543,0.735674,0.738961,0.719891,0.722665,0.688443,0.608979,0.536389,0.458732,0.456490,0.403940,0.376793,0.343120
0.168331,0.139998,0.191636,0.237363,0.322156,0.358692,0.428624,0.449048,0.560324,0.633397,0.656342,0.690103,0.689913,0.695350,0.676057,0.682342,0.651336,0.583633,0.518972,0.449701,0.445958,0.396535,0.368735,0.334338
0.151865,0.128787,0.176472,0.221450,0.299414,0.334908,0.406072,0.426311,0.528429,0.595871,0.615895,0.651100,0.645924,0.652738,0.633830,0.642668,0.614891,0.557592,0.499879,0.437047,0.432048,0.385462,0.356987,0.322305
0.145385,0.124493,0.169504,0.214944,0.289622,0.325285,0.397500,0.418320,0.518559,0.584017,0.605831,0.639086,0.632969,0.639654,0.621526,0.632938,0.607104,0.553604,0.500104,0.439036,0.433672,0.386407,0.358373,0.322367
0.143564,0.123646,0.168354,0.214770,0.288051,0.323199,0.394203,0.414901,0.510927,0.575143,0.593842,0.628883,0.620869,0.628666,0.610056,0.621600,0.596488,0.545451,0.493212,0.434284,0.428971,0.383078,0.355413,0.319887
0.144859,0.124224,0.169001,0.215548,0.287109,0.321891,0.391582,0.412865,0.506530,0.570003,0.586794,0.623090,0.613736,0.621865,0.603213,0.614910,0.590392,0.540611,0.489319,0.431531,0.426036,0.380331,0.352855,0.317297
0.141544,0.121197,0.164898,0.210362,0.279822,0.314038,0.383420,0.405035,0.496025,0.558270,0.574726,0.610615,0.599745,0.608574,0.590298,0.602733,0.578842,0.531705,0.482767,0.426022,0.420214,0.374815,0.347402,0.312142
0.140964,0.121240,0.164695,0.210452,0.279157,0.313309,0.382229,0.403543,0.493329,0.554898,0.570485,0.606374,0.594685,0.603678,0.585245,0.597729,0.574081,0.528091,0.479980,0.424019,0.418334,0.373316,0.346157,0.311100
0.131143,0.114526,0.155596,0.201144,0.264724,0.297496,0.365482,0.387916,0.472205,0.531566,0.545335,0.581711,0.568364,0.577444,0.558837,0.571472,0.548551,0.507587,0.463532,0.411110,0.404859,0.361400,0.334671,0.300822
0.125208,0.110754,0.150120,0.195748,0.256191,0.288029,0.354353,0.377133,0.458711,0.516773,0.529966,0.566217,0.551813,0.561498,0.543228,0.555837,0.533263,0.494950,0.452233,0.401732,0.395070,0.352614,0.326369,0.293518
0.117091,0.105053,0.142954,0.188115,0.245771,0.276977,0.342799,0.366136,0.445047,0.502054,0.515110,0.551380,0.536153,0.546391,0.528541,0.541254,0.519091,0.483174,0.442281,0.394000,0.386769,0.345079,0.318821,0.286157
0.108370,0.097715,0.133490,0.178331,0.230758,0.260776,0.324568,0.349541,0.423186,0.479912,0.493413,0.528557,0.512096,0.523302,0.505081,0.516636,0.494166,0.460950,0.422790,0.376392,0.368809,0.327363,0.301902,0.271349
0.108693,0.098583,0.134883,0.181309,0.232453,0.261904,0.323970,0.349133,0.420473,0.475812,0.487481,0.522043,0.505004,0.515634,0.497365,0.507948,0.485668,0.453317,0.416066,0.370930,0.363261,0.321841,0.296473,0.266918
0.104458,0.096566,0.131143,0.177568,0.224200,0.252006,0.310611,0.335988,0.404404,0.459656,0.471410,0.502547,0.486083,0.496916,0.479173,0.488366,0.465101,0.433995,0.398741,0.353457,0.346567,0.305564,0.281279,0.253706
